#,Name,NameYear,Season,Team,Position,Snaps,Overall,Rush,Cov.,Run,Pen.,# of Pen,QB Sk,QB Ht,QB Hu,Tks,Ass,MT,St,TA,Rec,% Ct,Yds,Avg,YAC,LG,TD,In,PD,NFL Rating
90.0, Tyron Brackenridge, Tyron Brackenridge2009,2009.0,JAX,S,2.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0, Ramzee Robinson, Ramzee Robinson2009,2009.0,PHI,S,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0, Eric Brock, Eric Brock2009,2009.0,ATL,S,5.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0, John Wendling, John Wendling2009,2009.0,BUF,S,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0, Corey Graham, Corey Graham2009,2009.0,CHI,S,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0, Trevor Ford, Trevor Ford2009,2009.0,GB,S,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0, Marcus McCauley, Marcus McCauley2009,2009.0,DET,S,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0, Brandon Underwood, Brandon Underwood2009,2009.0,GB,S,2.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0, Morgan Trent, Morgan Trent2009,2009.0,CIN,S,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0, Kassim Osgood, Kassim Osgood2009,2009.0,SD,S,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105.0, Ahmad Carroll, Ahmad Carroll2009,2009.0,NYJ,S,1.0,-0.1,-0.1,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106.0, Craig Dahl, Craig Dahl2009,2009.0,SL,S,656.0,-0.2,-2.7,0.9,1.9,-0.3,41306.0,2.0,3.0,1.0,47.0,5.0,4.0,19.0,41.0,25.0,61.0,338.0,13.5,146.0,44.0,3.0,0.0,4.0,111.6
106.0, Marquice Cole, Marquice Cole2009,2009.0,NYJ,S,4.0,-0.2,-0.2,0.0,0.0,0.0,0-0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,100.0,12.0,12.0,2.0,12.0,0.0,0.0,0.0,116.7
106.0, Michael Coe, Michael Coe2009,2009.0,JAX,S,8.0,-0.2,-0.2,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106.0, Nick Sorensen, Nick Sorensen2009,2009.0,CLV,S,37.0,-0.2,-0.1,-0.1,0.0,0.0,0-0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,25.0,8.0,8.0,5.0,8.0,0.0,0.0,0.0,39.6
110.0, Rico Murray, Rico Murray2009,2009.0,CIN,S,23.0,-0.3,0.0,0.0,-0.3,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.0, Renaldo Hill, Renaldo Hill2009,2009.0,DEN,S,929.0,-0.3,-0.7,-0.4,0.3,0.5,36526.0,2.0,0.0,0.0,44.0,8.0,8.0,14.0,23.0,11.0,47.8,163.0,14.8,46.0,36.0,1.0,2.0,2.0,49.7
110.0, Fred Smoot, Fred Smoot2009,2009.0,WAS,S,46.0,-0.3,0.0,0.0,-0.4,0.1,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6
113.0, Husain Abdullah, Husain Abdullah2009,2009.0,MIN,S,26.0,-0.4,-0.2,-0.3,0.1,0.0,0-0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,26.0,26.0,4.0,26.0,1.0,0.0,0.0,158.3
113.0, Aaron Rouse, Aaron Rouse2009,2009.0,GB,S,92.0,-0.4,-0.1,-1.4,1.0,0.1,0-0,0.0,0.0,0.0,12.0,1.0,1.0,6.0,3.0,2.0,66.7,13.0,6.5,5.0,8.0,1.0,0.0,0.0,115.3
113.0, Usama Young, Usama Young2009,2009.0,NO,S,90.0,-0.4,-0.2,0.4,-0.7,0.1,0-0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,3.0,2.0,66.7,59.0,29.5,7.0,37.0,1.0,1.0,0.0,109.7
113.0, Anthony Henry, Anthony Henry2009,2009.0,DET,S,6.0,-0.4,0.0,0.5,-0.9,0.0,0-0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117.0, De'von Hall, De'von Hall2009,2009.0,IND,S,2.0,-0.5,0.0,-0.5,0.0,0.0,0-0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,100.0,5.0,5.0,2.0,5.0,0.0,0.0,0.0,87.5
118.0, Keiwan Ratliff, Keiwan Ratliff2009,2009.0,PIT,S,11.0,-0.6,-0.2,-0.4,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,87.5
119.0, Brandon McGowan, Brandon McGowan2009,2009.0,NE,S,720.0,-0.7,0.7,-5.8,4.0,0.4,41275.0,0.0,5.0,4.0,54.0,6.0,6.0,17.0,36.0,25.0,69.4,308.0,12.3,140.0,27.0,3.0,0.0,4.0,123.4
120.0, Chris Reis, Chris Reis2009,2009.0,NO,S,82.0,-0.8,-0.4,1.1,-1.6,0.1,0-0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,3.0,1.0,33.3,3.0,3.0,0.0,3.0,0.0,1.0,0.0,2.8
120.0, Nathan Vasher, Nathan Vasher2009,2009.0,CHI,S,68.0,-0.8,0.0,-0.1,-0.8,0.1,0-0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,100.0,15.0,15.0,0.0,15.0,0.0,0.0,0.0,118.8
120.0, Craig Steltz, Craig Steltz2009,2009.0,CHI,S,154.0,-0.8,0.1,1.7,-2.8,0.2,0-0,0.0,0.0,1.0,8.0,1.0,2.0,4.0,4.0,2.0,50.0,19.0,9.5,1.0,18.0,0.0,0.0,1.0,63.5
123.0, Curtis Taylor, Curtis Taylor2009,2009.0,SF,S,10.0,-0.9,0.0,-0.9,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123.0, Mike Furrey, Mike Furrey2009,2009.0,CLV,S,240.0,-0.9,0.0,-0.9,-0.4,0.4,0-0,0.0,0.0,0.0,12.0,1.0,3.0,1.0,9.0,6.0,66.7,65.0,10.8,27.0,20.0,0.0,0.0,0.0,87.7
125.0, Maurice Leggett, Maurice Leggett2009,2009.0,KC,S,34.0,-1.0,0.0,-1.1,0.1,0.0,0-0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,66.7,45.0,22.5,37.0,45.0,0.0,0.0,0.0,109.7
125.0, Bret Lockett, Bret Lockett2009,2009.0,NE,S,5.0,-1.0,0.0,0.0,0.0,-1.0,36526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127.0, Marquand Manuel, Marquand Manuel2009,2009.0,DET,S,354.0,-1.1,0.4,0.4,-1.5,-0.4,36526.0,0.0,0.0,2.0,31.0,4.0,3.0,12.0,11.0,8.0,72.7,103.0,12.9,37.0,47.0,1.0,0.0,1.0,132.0
127.0, Dimitri Patterson, Dimitri Patterson2009,2009.0,PHI,S,2.0,-1.1,-0.1,0.0,0.0,-1.0,36526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129.0, Donald Strickland, Donald Strickland2009,2009.0,NYJ,S,11.0,-1.2,-0.3,-0.9,0.0,0.0,0-0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,7.0,7.0,11.0,7.0,0.0,0.0,0.0,95.8
129.0, Clinton Hart, Clinton Hart2009,2009.0,SD,S,159.0,-1.2,1.4,-3.5,0.5,0.4,0-0,0.0,0.0,2.0,11.0,3.0,3.0,3.0,7.0,6.0,85.7,125.0,20.8,67.0,57.0,2.0,0.0,0.0,158.3
129.0, Derrick Martin, Derrick Martin2009,2009.0,GB,S,89.0,-1.2,-0.1,-1.6,0.3,0.2,0-0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,100.0,43.0,43.0,22.0,43.0,0.0,0.0,0.0,118.8
129.0, Ricky Price, Ricky Price2009,2009.0,KC,S,21.0,-1.2,0.0,-1.3,0.1,0.0,0-0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,100.0,21.0,21.0,5.0,21.0,0.0,0.0,0.0,118.8
133.0, Corey Lynch, Corey Lynch2009,2009.0,TB,S,30.0,-1.3,-0.2,-0.1,-1.0,0.0,0-0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,66.7,32.0,16.0,5.0,17.0,0.0,0.0,0.0,102.1
134.0, DaJuan Morgan, DaJuan Morgan2009,2009.0,KC,S,160.0,-1.4,0.0,1.5,-3.1,0.2,0-0,0.0,0.0,0.0,15.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6
135.0, Quinton Teal, Quinton Teal2009,2009.0,CAR,S,221.0,-1.6,-0.2,1.2,-2.9,0.3,0-0,0.0,0.0,0.0,11.0,0.0,2.0,3.0,2.0,2.0,100.0,37.0,18.5,12.0,19.0,0.0,0.0,0.0,118.8
136.0, Jarrad Page, Jarrad Page2009,2009.0,KC,S,348.0,-1.7,-0.3,-1.6,-0.4,0.6,36526.0,0.0,0.0,0.0,17.0,1.0,4.0,4.0,13.0,7.0,53.8,126.0,18.0,28.0,37.0,1.0,0.0,2.0,113.0
136.0, Nick Ferguson, Nick Ferguson2009,2009.0,HST,S,63.0,-1.7,-0.1,0.5,-1.2,-0.9,36526.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,1.0,33.3,40.0,40.0,22.0,40.0,0.0,0.0,1.0,81.9
136.0, Haruki Nakamura, Haruki Nakamura2009,2009.0,BLT,S,60.0,-1.7,-1.4,-0.3,0.0,0.0,0-0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,50.0,10.0,10.0,15.0,10.0,0.0,0.0,0.0,64.6
139.0, Dominique Barber, Dominique Barber2009,2009.0,HST,S,359.0,-1.8,1.9,-0.7,-3.6,0.6,0-0,0.0,1.0,2.0,25.0,0.0,4.0,4.0,13.0,7.0,53.8,150.0,21.4,94.0,69.0,1.0,1.0,1.0,88.6
140.0, Deshea Townsend, Deshea Townsend2009,2009.0,PIT,S,92.0,-1.9,-0.4,-0.9,0.2,-0.8,41275.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,5.0,83.3,58.0,11.6,10.0,22.0,1.0,0.0,1.0,146.5
140.0, David Roach, David Roach2009,2009.0,SL,S,108.0,-1.9,-0.5,-0.7,-0.8,0.1,0-0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,4.0,100.0,78.0,19.5,10.0,26.0,0.0,0.0,0.0,118.8
140.0, C.J. Spillman, C.J. Spillman2009,2009.0,SD,S,104.0,-1.9,0.1,-2.8,0.6,0.2,0-0,0.0,0.0,2.0,5.0,2.0,2.0,2.0,5.0,3.0,60.0,120.0,40.0,78.0,84.0,1.0,0.0,0.0,143.8
140.0, Kevin Ellison, Kevin Ellison2009,2009.0,SD,S,415.0,-1.9,0.2,-1.4,-0.5,-0.2,36557.0,1.0,1.0,3.0,41.0,5.0,8.0,18.0,23.0,14.0,60.9,105.0,7.5,35.0,26.0,1.0,0.0,2.0,86.3
144.0, Anthony Smith, Anthony Smith2009,2009.0,JAX,S,212.0,-2.0,0.4,1.7,-3.9,-0.2,41275.0,0.0,1.0,1.0,21.0,2.0,5.0,6.0,13.0,8.0,61.5,102.0,12.8,44.0,28.0,0.0,2.0,2.0,46.5
145.0, Macho Harris, Macho Harris2009,2009.0,PHI,S,527.0,-2.1,-0.9,-0.7,-0.4,-0.1,36557.0,0.0,1.0,3.0,28.0,2.0,1.0,7.0,13.0,10.0,76.9,151.0,15.1,79.0,30.0,1.0,0.0,0.0,140.2
145.0, Reggie Nelson, Reggie Nelson2009,2009.0,JAX,S,792.0,-2.1,-1.2,-5.2,4.0,0.3,36526.0,0.0,3.0,0.0,58.0,5.0,4.0,16.0,41.0,35.0,85.4,525.0,15.0,183.0,65.0,3.0,0.0,4.0,143.1
147.0, Sean Considine, Sean Considine2009,2009.0,JAX,S,419.0,-2.2,-0.3,-1.9,-0.7,0.7,36526.0,0.0,0.0,1.0,26.0,1.0,6.0,6.0,15.0,9.0,60.0,123.0,13.7,43.0,54.0,2.0,1.0,2.0,98.1
147.0, Michael Lewis, Michael Lewis2009,2009.0,SF,S,848.0,-2.2,2.2,-6.8,4.9,-2.5,41366.0,1.0,3.0,6.0,75.0,6.0,9.0,29.0,57.0,43.0,75.4,446.0,10.4,206.0,40.0,0.0,1.0,1.0,90.2
149.0, Bob Sanders, Bob Sanders2009,2009.0,IND,S,75.0,-2.3,0.0,-2.9,0.4,0.2,0-0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,2.0,50.0,15.0,7.5,18.0,13.0,0.0,1.0,0.0,19.8
150.0, Jarrett Bush, Jarrett Bush2009,2009.0,GB,S,44.0,-2.4,0.0,-1.8,-0.7,0.1,0-0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,100.0,67.0,33.5,21.0,44.0,0.0,0.0,0.0,118.8
150.0, Ryan Mundy, Ryan Mundy2009,2009.0,PIT,S,88.0,-2.4,0.2,-1.8,0.2,-1.0,36526.0,0.0,0.0,1.0,5.0,0.0,3.0,3.0,9.0,7.0,77.8,73.0,10.4,43.0,18.0,1.0,0.0,1.0,137.5
152.0, Antrel Rolle, Antrel Rolle2009,2009.0,ARZ,S,1041.0,-2.5,3.0,-3.0,-2.1,-0.4,36557.0,2.0,2.0,6.0,60.0,6.0,14.0,13.0,34.0,20.0,58.8,284.0,14.2,88.0,51.0,2.0,4.0,2.0,65.9
153.0, Jermaine Phillips, Jermaine Phillips2009,2009.0,TB,S,110.0,-2.6,0.3,-1.6,-1.5,0.2,0-0,0.0,1.0,0.0,8.0,1.0,4.0,5.0,2.0,2.0,100.0,79.0,39.5,50.0,66.0,1.0,0.0,0.0,158.3
154.0, Kareem Moore, Kareem Moore2009,2009.0,WAS,S,182.0,-2.9,0.0,-3.1,0.0,0.2,0-0,0.0,0.0,0.0,15.0,1.0,2.0,4.0,10.0,5.0,50.0,75.0,15.0,8.0,25.0,1.0,1.0,1.0,68.8
155.0, Steve Gregory, Steve Gregory2009,2009.0,SD,S,292.0,-3.0,-0.3,-5.6,3.3,-0.4,41275.0,0.0,0.0,1.0,24.0,2.0,4.0,6.0,16.0,10.0,62.5,155.0,15.5,41.0,35.0,1.0,0.0,0.0,115.4
156.0, Aaron Francisco, Aaron Francisco2009,2009.0,IND,S,155.0,-3.1,-0.2,-0.6,-2.5,0.2,0-0,0.0,0.0,0.0,8.0,0.0,3.0,2.0,4.0,3.0,75.0,24.0,8.0,12.0,15.0,1.0,0.0,0.0,129.2
156.0, Will Allen, Will Allen2009,2009.0,TB,S,199.0,-3.1,-0.2,-2.6,-0.6,0.3,0-0,0.0,0.0,0.0,12.0,1.0,3.0,3.0,6.0,4.0,66.7,111.0,27.8,26.0,40.0,1.0,0.0,0.0,149.3
156.0, Donte Whitner, Donte Whitner2009,2009.0,BUF,S,608.0,-3.1,-0.4,3.2,-4.1,-1.8,41334.0,0.0,2.0,1.0,44.0,4.0,3.0,15.0,29.0,18.0,62.1,230.0,12.8,126.0,45.0,0.0,2.0,2.0,58.1
159.0, Tom Nelson, Tom Nelson2009,2009.0,CIN,S,272.0,-3.3,-0.2,0.7,-4.3,0.5,0-0,0.0,0.0,0.0,19.0,1.0,2.0,1.0,9.0,7.0,77.8,93.0,13.3,23.0,20.0,0.0,1.0,1.0,70.1
160.0, Sherrod Martin, Sherrod Martin2009,2009.0,CAR,S,300.0,-3.4,0.0,-1.2,-1.7,-0.5,41275.0,0.0,0.0,0.0,14.0,1.0,7.0,3.0,7.0,3.0,42.9,80.0,26.7,27.0,45.0,0.0,3.0,0.0,45.8
160.0, Ko Simpson, Ko Simpson2009,2009.0,DET,S,321.0,-3.4,-0.7,1.5,-4.7,0.5,0-0,0.0,0.0,0.0,26.0,2.0,5.0,10.0,13.0,6.0,46.2,169.0,28.2,33.0,59.0,1.0,1.0,2.0,86.2
160.0, Chris D. Clemons, Chris D. Clemons2009,2009.0,MIA,S,89.0,-3.4,0.0,-2.4,-1.0,0.0,0-0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,7.0,4.0,57.1,80.0,20.0,10.0,54.0,1.0,0.0,0.0,136.9
163.0, Josh Bullocks, Josh Bullocks2009,2009.0,CHI,S,200.0,-3.6,-0.3,-0.9,-2.7,0.3,0-0,0.0,0.0,0.0,15.0,0.0,2.0,3.0,6.0,5.0,83.3,98.0,19.6,35.0,38.0,0.0,0.0,0.0,118.8
163.0, Matt Ware, Matt Ware2009,2009.0,ARZ,S,293.0,-3.6,-1.7,-3.7,1.2,0.6,0-0,0.0,0.0,0.0,18.0,2.0,1.0,8.0,16.0,14.0,87.5,218.0,15.6,99.0,34.0,0.0,1.0,0.0,92.7
165.0, Kalvin Pearson, Kalvin Pearson2009,2009.0,DET,S,72.0,-3.7,-0.3,-1.3,-2.2,0.1,0-0,0.0,0.0,0.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165.0, Aaron Ross, Aaron Ross2009,2009.0,NYG,S,155.0,-3.7,0.4,-3.8,-0.6,0.3,0-0,0.0,0.0,1.0,8.0,0.0,1.0,1.0,9.0,9.0,100.0,86.0,9.6,32.0,22.0,0.0,0.0,0.0,106.5
167.0, Rashad Johnson, Rashad Johnson2009,2009.0,ARZ,S,194.0,-4.1,-0.3,-3.9,-0.1,0.2,0-0,0.0,0.0,0.0,15.0,0.0,4.0,5.0,10.0,8.0,80.0,105.0,13.1,28.0,21.0,1.0,0.0,0.0,143.8
167.0, Gerald Alexander, Gerald Alexander2009,2009.0,JAX,S,675.0,-4.1,-1.1,-2.3,-1.8,1.1,0-0,0.0,0.0,0.0,42.0,5.0,9.0,13.0,25.0,14.0,56.0,179.0,12.8,75.0,29.0,1.0,2.0,2.0,58.6
169.0, Al Afalava, Al Afalava2009,2009.0,CHI,S,834.0,-4.2,2.1,-0.5,-5.7,-0.1,36557.0,2.0,2.0,2.0,42.0,7.0,8.0,16.0,29.0,20.0,69.0,286.0,14.3,148.0,48.0,2.0,0.0,3.0,123.6
170.0, Eric Smith, Eric Smith2009,2009.0,NYJ,S,359.0,-4.7,-3.4,-0.5,1.7,-2.5,41335.0,0.0,2.0,8.0,27.0,0.0,2.0,8.0,18.0,9.0,50.0,120.0,13.3,24.0,22.0,0.0,1.0,3.0,48.4
171.0, Mike Brown, Mike Brown2009,2009.0,KC,S,1107.0,-4.9,0.2,-2.9,-4.1,1.9,0-0,2.0,0.0,4.0,84.0,12.0,10.0,33.0,27.0,12.0,44.4,285.0,23.8,100.0,61.0,2.0,3.0,0.0,68.2
171.0, Tanard Jackson, Tanard Jackson2009,2009.0,TB,S,789.0,-4.9,-0.7,1.1,-6.6,1.3,0-0,0.0,1.0,0.0,57.0,10.0,17.0,20.0,25.0,17.0,68.0,177.0,10.4,50.0,25.0,1.0,5.0,2.0,62.0
173.0, Kevin Payne, Kevin Payne2009,2009.0,CHI,S,551.0,-5.2,0.4,-1.5,-4.1,0.0,36526.0,0.0,0.0,1.0,36.0,4.0,4.0,8.0,25.0,9.0,36.0,76.0,8.4,57.0,23.0,1.0,0.0,2.0,58.1
174.0, Brian Russell, Brian Russell2009,2009.0,JAX,S,178.0,-5.9,-0.2,0.2,-6.3,0.4,0-0,0.0,0.0,0.0,5.0,2.0,5.0,0.0,3.0,3.0,100.0,20.0,6.7,14.0,9.0,0.0,0.0,0.0,94.4
175.0, Jon McGraw, Jon McGraw2009,2009.0,KC,S,610.0,-6.1,1.8,-5.0,-3.9,1.0,0-0,1.0,0.0,2.0,36.0,4.0,6.0,14.0,18.0,11.0,61.1,235.0,21.4,118.0,58.0,2.0,1.0,1.0,119.0
176.0, Sean Jones, Sean Jones2009,2009.0,PHI,S,561.0,-6.2,-1.2,-3.3,0.4,-2.1,41334.0,1.0,2.0,4.0,34.0,6.0,7.0,12.0,17.0,13.0,76.5,179.0,13.8,103.0,24.0,2.0,2.0,2.0,109.3
177.0, Dashon Goldson, Dashon Goldson2009,2009.0,SF,S,1108.0,-7.8,1.3,-11.8,2.4,0.3,36557.0,3.0,0.0,3.0,77.0,9.0,13.0,26.0,52.0,34.0,65.4,438.0,12.9,130.0,42.0,3.0,4.0,2.0,78.8
177.0, Sabby Piscitelli, Sabby Piscitelli2009,2009.0,TB,S,1044.0,-7.8,0.1,2.1,-9.3,-0.7,36586.0,0.0,0.0,1.0,65.0,7.0,20.0,13.0,34.0,21.0,61.8,319.0,15.2,161.0,80.0,2.0,2.0,2.0,87.7
179.0, Dawan Landry, Dawan Landry2009,2009.0,BLT,S,1046.0,-8.2,-2.8,-3.0,-1.5,-0.9,36586.0,0.0,1.0,0.0,67.0,6.0,10.0,16.0,44.0,35.0,79.5,488.0,13.9,153.0,35.0,4.0,4.0,2.0,105.3
180.0, C.C. Brown, C.C. Brown2009,2009.0,NYG,S,491.0,-8.5,-0.8,-9.6,2.1,-0.2,41306.0,0.0,1.0,0.0,49.0,5.0,4.0,13.0,33.0,23.0,69.7,339.0,14.7,84.0,54.0,6.0,0.0,2.0,142.6
180.0, John Busing, John Busing2009,2009.0,HST,S,324.0,-8.5,-0.1,-4.0,-4.1,-0.3,36526.0,0.0,1.0,0.0,17.0,0.0,2.0,2.0,14.0,10.0,71.4,157.0,15.7,28.0,31.0,1.0,1.0,1.0,102.4
182.0, Aaron Rouse, Aaron Rouse2009,2009.0,NYG,S,565.0,-8.9,1.5,-8.2,-2.1,-0.1,36557.0,1.0,2.0,1.0,38.0,3.0,10.0,13.0,15.0,7.0,46.7,112.0,16.0,38.0,44.0,0.0,0.0,2.0,72.1
183.0, James Butler, James Butler2009,2009.0,SL,S,794.0,-9.1,-1.3,-8.2,0.2,0.2,41275.0,0.0,1.0,0.0,61.0,8.0,5.0,15.0,35.0,24.0,68.6,467.0,19.5,225.0,73.0,4.0,3.0,1.0,113.7
184.0, LaRon Landry, LaRon Landry2009,2009.0,WAS,S,1000.0,-9.7,-0.2,-8.3,-0.8,-0.4,36557.0,1.0,1.0,0.0,76.0,9.0,13.0,20.0,38.0,26.0,68.4,664.0,25.5,212.0,75.0,5.0,1.0,3.0,139.8
185.0, Hank Poteat, Hank Poteat2009,2009.0,CLV,S,346.0,-9.9,-1.1,-6.2,-0.7,-1.9,36557.0,1.0,0.0,0.0,20.0,4.0,1.0,3.0,29.0,21.0,72.4,300.0,14.3,116.0,56.0,2.0,0.0,2.0,128.5
186.0, Melvin Bullitt, Melvin Bullitt2009,2009.0,IND,S,900.0,-10.1,-1.2,-7.4,-2.9,1.4,0-0,0.0,1.0,1.0,58.0,4.0,10.0,17.0,30.0,25.0,83.3,407.0,16.3,100.0,55.0,2.0,0.0,1.0,141.0
187.0, Michael Johnson, Michael Johnson2009,2009.0,NYG,S,818.0,-16.1,0.5,-9.3,-2.8,-4.5,41429.0,1.0,1.0,1.0,47.0,7.0,11.0,16.0,36.0,25.0,69.4,415.0,16.6,188.0,60.0,4.0,1.0,2.0,133.4
188.0, Michael Griffin, Michael Griffin2009,2009.0,TEN,S,1083.0,-16.8,-0.8,-11.4,-5.9,1.3,36526.0,1.0,1.0,0.0,53.0,10.0,14.0,10.0,49.0,34.0,69.4,741.0,21.8,248.0,72.0,5.0,1.0,5.0,137.5
189.0, Marvin White, Marvin White2009,2009.0,DET,S,452.0,-19.8,0.4,-13.2,-5.7,-1.3,36557.0,0.0,0.0,1.0,37.0,6.0,15.0,10.0,26.0,16.0,61.5,264.0,16.5,84.0,68.0,3.0,0.0,3.0,134.1
1.0, Quintin Mikell, Quintin Mikell2008,2008.0,PHI,S,1019.0,24.7,5.7,8.2,12.0,-1.2,36586.0,2.0,3.0,11.0,64.0,17.0,9.0,27.0,37.0,21.0,56.8,328.0,15.6,174.0,57.0,1.0,3.0,6.0,61.5
2.0, Troy Polamalu, Troy Polamalu2008,2008.0,PIT,S,1003.0,23.3,-0.2,15.3,6.6,1.6,0-0,0.0,1.0,0.0,63.0,0.0,10.0,27.0,47.0,20.0,42.6,153.0,7.7,65.0,17.0,2.0,7.0,9.0,25.7
3.0, Kerry Rhodes, Kerry Rhodes2008,2008.0,NYJ,S,1057.0,20.8,0.6,10.2,8.1,1.9,0-0,1.0,1.0,3.0,59.0,11.0,3.0,18.0,33.0,22.0,66.7,192.0,8.7,57.0,20.0,1.0,2.0,4.0,66.7
4.0, Edward Reed, Edward Reed2008,2008.0,BLT,S,960.0,15.4,1.0,12.5,0.8,1.1,41275.0,1.0,0.0,1.0,31.0,5.0,8.0,7.0,32.0,15.0,46.9,190.0,12.7,70.0,24.0,3.0,9.0,5.0,57.6
5.0, LaRon Landry, LaRon Landry2008,2008.0,WAS,S,981.0,12.3,0.6,11.3,-0.2,0.6,36526.0,1.0,1.0,1.0,54.0,4.0,8.0,11.0,24.0,9.0,37.5,159.0,17.7,113.0,48.0,0.0,2.0,6.0,26.2
6.0, Nick Collins, Nick Collins2008,2008.0,GB,S,1022.0,11.8,0.0,12.1,-1.0,0.7,36557.0,0.0,0.0,1.0,60.0,9.0,12.0,16.0,47.0,21.0,44.7,267.0,12.7,110.0,63.0,4.0,7.0,6.0,51.8
