#,Name,NameYear,Season,Team,Position,Snaps,Overall,Rush,Cov.,Run,Pen.,# of Pen,QB Sk,QB Ht,QB Hu,Tks,Ass,MT,St,TA,Rec,% Ct,Yds,Avg,YAC,LG,TD,In,PD,NFL Rating
178.0, Alan Ball, Alan Ball2010,2010.0,DAL,S,984.0,-6.5,0.3,-8.0,1.5,-0.3,41306.0,0.0,1.0,1.0,40.0,4.0,4.0,4.0,27.0,17.0,63.0,272.0,16.0,98.0,57.0,7.0,2.0,1.0,105.2
179.0, Brandon Meriweather, Brandon Meriweather2010,2010.0,NE,S,889.0,-7.1,-0.1,-3.7,-1.8,-1.5,36586.0,0.0,0.0,1.0,44.0,10.0,5.0,5.0,29.0,20.0,69.0,355.0,17.8,116.0,66.0,3.0,3.0,2.0,105.5
180.0, Eric Smith, Eric Smith2010,2010.0,NYJ,S,503.0,-7.4,-1.9,-2.2,-0.4,-2.9,36617.0,1.0,1.0,6.0,39.0,5.0,5.0,11.0,22.0,14.0,63.6,184.0,13.1,62.0,31.0,1.0,0.0,1.0,105.1
181.0, Craig Dahl, Craig Dahl2010,2010.0,SL,S,930.0,-7.7,-2.7,-5.3,-1.2,1.5,36526.0,1.0,2.0,4.0,76.0,4.0,14.0,24.0,44.0,28.0,63.6,403.0,14.4,195.0,61.0,1.0,2.0,3.0,81.9
182.0, Eugene Wilson, Eugene Wilson2010,2010.0,HST,S,715.0,-8.6,-0.2,-8.6,-1.1,1.3,0-0,0.0,0.0,0.0,43.0,10.0,7.0,5.0,19.0,11.0,57.9,219.0,19.9,45.0,42.0,0.0,0.0,3.0,98.4
183.0, Kareem Moore, Kareem Moore2010,2010.0,WAS,S,792.0,-9.7,0.1,-7.7,-2.5,0.4,36526.0,0.0,0.0,3.0,42.0,11.0,13.0,7.0,34.0,16.0,47.1,308.0,19.3,100.0,52.0,0.0,1.0,3.0,66.8
184.0, Madieu Williams, Madieu Williams2010,2010.0,MIN,S,824.0,-11.0,-0.2,-7.1,-4.1,0.4,41275.0,1.0,0.0,2.0,61.0,7.0,11.0,15.0,28.0,18.0,64.3,332.0,18.4,105.0,67.0,2.0,1.0,2.0,114.0
185.0, Don Carey, Don Carey2010,2010.0,JAX,S,671.0,-11.9,0.2,-5.3,-6.9,0.1,36526.0,0.0,1.0,1.0,36.0,12.0,7.0,6.0,25.0,20.0,80.0,281.0,14.1,94.0,53.0,2.0,1.0,0.0,123.5
1.0, Kerry Rhodes, Kerry Rhodes2009,2009.0,NYJ,S,909.0,17.0,1.1,9.7,4.5,1.7,0-0,0.0,4.0,8.0,50.0,4.0,5.0,12.0,36.0,24.0,66.7,279.0,11.6,144.0,38.0,0.0,3.0,5.0,55.2
2.0, Edward Reed, Edward Reed2009,2009.0,BLT,S,778.0,16.6,-0.4,15.9,2.4,-1.3,41334.0,0.0,0.0,1.0,45.0,4.0,5.0,14.0,18.0,13.0,72.2,122.0,9.4,60.0,32.0,1.0,3.0,2.0,69.4
3.0, Nick Collins, Nick Collins2009,2009.0,GB,S,937.0,15.1,-0.7,11.3,2.9,1.6,0-0,1.0,0.0,1.0,36.0,3.0,4.0,8.0,29.0,13.0,44.8,266.0,20.5,87.0,42.0,3.0,6.0,7.0,72.6
4.0, George Wilson, George Wilson2009,2009.0,BUF,S,895.0,14.8,3.1,6.5,3.7,1.5,0-0,2.0,2.0,1.0,62.0,17.0,5.0,35.0,26.0,12.0,46.2,122.0,10.2,69.0,22.0,0.0,4.0,1.0,20.5
5.0, Brandon Meriweather, Brandon Meriweather2009,2009.0,NE,S,963.0,11.9,-1.6,8.6,4.1,0.8,36526.0,0.0,0.0,0.0,50.0,12.0,10.0,12.0,30.0,18.0,60.0,296.0,16.4,132.0,75.0,1.0,5.0,6.0,64.7
6.0, Brodney Pool, Brodney Pool2009,2009.0,CLV,S,683.0,11.0,0.6,7.3,1.8,1.3,0-0,1.0,0.0,2.0,36.0,7.0,4.0,12.0,22.0,10.0,45.5,210.0,21.0,80.0,75.0,2.0,4.0,6.0,70.5
7.0, Adrian Wilson, Adrian Wilson2009,2009.0,ARZ,S,1038.0,10.0,-0.4,15.8,-2.5,-2.9,36647.0,3.0,4.0,7.0,55.0,4.0,1.0,28.0,54.0,30.0,55.6,335.0,11.2,199.0,72.0,3.0,5.0,4.0,54.2
8.0, Eric Weddle, Eric Weddle2009,2009.0,SD,S,816.0,9.6,1.5,4.9,2.0,1.2,0-0,2.0,1.0,3.0,67.0,7.0,8.0,19.0,33.0,21.0,63.6,332.0,15.8,187.0,58.0,2.0,2.0,4.0,92.0
9.0, Quintin Mikell, Quintin Mikell2009,2009.0,PHI,S,1096.0,9.4,-2.5,9.8,2.3,-0.2,36586.0,0.0,3.0,5.0,71.0,11.0,12.0,29.0,55.0,33.0,60.0,303.0,9.2,93.0,30.0,3.0,2.0,9.0,78.1
10.0, Michael Mitchell, Michael Mitchell2009,2009.0,OAK,S,217.0,9.3,3.0,-0.9,6.9,0.3,0-0,1.0,3.0,5.0,9.0,3.0,3.0,7.0,6.0,3.0,50.0,65.0,21.7,7.0,39.0,1.0,0.0,0.0,128.5
11.0, Reed Doughty, Reed Doughty2009,2009.0,WAS,S,656.0,9.2,0.3,-0.2,9.1,0.0,36526.0,2.0,0.0,1.0,67.0,7.0,4.0,29.0,41.0,28.0,68.3,248.0,8.9,135.0,23.0,2.0,1.0,3.0,90.3
12.0, Thomas DeCoud, Thomas DeCoud2009,2009.0,ATL,S,1035.0,8.9,1.9,1.4,4.9,0.7,36526.0,3.0,1.0,1.0,62.0,2.0,3.0,14.0,37.0,18.0,48.6,342.0,19.0,88.0,59.0,3.0,3.0,3.0,74.4
13.0, Atari Bigby, Atari Bigby2009,2009.0,GB,S,757.0,8.1,0.2,2.4,4.6,0.9,36526.0,0.0,1.0,1.0,39.0,6.0,5.0,12.0,35.0,17.0,48.6,158.0,9.3,54.0,29.0,3.0,4.0,2.0,50.4
14.0, Jim Leonhard, Jim Leonhard2009,2009.0,NYJ,S,993.0,7.6,-0.7,9.5,-3.0,1.8,0-0,3.0,2.0,4.0,51.0,10.0,12.0,23.0,30.0,12.0,40.0,79.0,6.6,32.0,21.0,0.0,1.0,2.0,34.0
15.0, Roman Harper, Roman Harper2009,2009.0,NO,S,996.0,6.4,0.5,1.4,5.0,-0.5,41306.0,3.0,5.0,10.0,80.0,11.0,10.0,36.0,39.0,23.0,59.0,319.0,13.9,135.0,71.0,1.0,0.0,2.0,93.9
16.0, Gibril Wilson, Gibril Wilson2009,2009.0,MIA,S,943.0,6.3,1.0,3.1,2.6,-0.4,36557.0,1.0,2.0,2.0,70.0,11.0,9.0,14.0,31.0,18.0,58.1,249.0,13.8,99.0,63.0,1.0,0.0,6.0,94.7
17.0, Darren Sharper, Darren Sharper2009,2009.0,NO,S,926.0,6.1,1.1,8.0,-0.9,-2.1,36647.0,0.0,2.0,2.0,50.0,9.0,10.0,12.0,37.0,13.0,35.1,221.0,17.0,95.0,50.0,2.0,9.0,3.0,34.7
17.0, Bernard Pollard, Bernard Pollard2009,2009.0,HST,S,840.0,6.1,-0.1,5.5,2.8,-2.1,41366.0,2.0,0.0,0.0,81.0,11.0,7.0,30.0,41.0,31.0,75.6,378.0,12.2,99.0,41.0,4.0,4.0,2.0,96.4
19.0, Ryan Clark, Ryan Clark2009,2009.0,PIT,S,968.0,5.7,0.1,5.7,-0.7,0.6,36526.0,0.0,0.0,1.0,71.0,6.0,6.0,13.0,26.0,10.0,38.5,180.0,18.0,15.0,54.0,1.0,3.0,4.0,36.2
20.0, Tyvon Branch, Tyvon Branch2009,2009.0,OAK,S,1051.0,5.5,1.2,3.4,0.2,0.7,36526.0,1.0,0.0,3.0,96.0,15.0,9.0,47.0,47.0,22.0,46.8,325.0,14.8,121.0,34.0,2.0,0.0,6.0,84.1
21.0, Roy Williams, Roy Williams2009,2009.0,CIN,S,213.0,5.3,-0.8,1.9,3.8,0.4,0-0,0.0,0.0,1.0,23.0,2.0,1.0,6.0,10.0,4.0,40.0,150.0,37.5,61.0,87.0,1.0,0.0,3.0,120.8
22.0, Brian Dawkins, Brian Dawkins2009,2009.0,DEN,S,951.0,5.2,0.6,1.3,4.8,-1.5,41334.0,0.0,2.0,7.0,97.0,10.0,12.0,30.0,48.0,29.0,60.4,303.0,10.4,135.0,47.0,4.0,2.0,5.0,89.1
23.0, Louis Delmas, Louis Delmas2009,2009.0,DET,S,954.0,5.0,1.7,3.6,2.2,-2.5,36617.0,1.0,3.0,4.0,67.0,17.0,13.0,22.0,35.0,22.0,62.9,302.0,13.7,244.0,57.0,5.0,2.0,1.0,106.2
24.0, Chris Hope, Chris Hope2009,2009.0,TEN,S,1116.0,4.6,-0.8,-0.9,6.4,-0.1,41306.0,1.0,2.0,1.0,68.0,3.0,6.0,18.0,38.0,22.0,57.9,294.0,13.4,125.0,46.0,2.0,3.0,1.0,67.2
25.0, Gerald Sensabaugh, Gerald Sensabaugh2009,2009.0,DAL,S,825.0,4.4,-0.5,1.6,3.9,-0.6,36557.0,0.0,0.0,0.0,49.0,7.0,9.0,14.0,37.0,26.0,70.3,289.0,11.1,93.0,24.0,3.0,1.0,4.0,109.0
26.0, Nedu Ndukwe, Nedu Ndukwe2009,2009.0,CIN,S,893.0,3.6,-2.0,0.1,4.9,0.6,36526.0,1.0,4.0,2.0,65.0,7.0,5.0,17.0,18.0,11.0,61.1,98.0,8.9,23.0,21.0,0.0,1.0,1.0,52.5
27.0, Bryan Scott, Bryan Scott2009,2009.0,BUF,S,224.0,3.5,-0.9,3.1,1.8,-0.5,36526.0,0.0,0.0,0.0,15.0,4.0,1.0,4.0,9.0,8.0,88.9,51.0,6.4,23.0,18.0,1.0,1.0,0.0,87.7
27.0, Antoine Bethea, Antoine Bethea2009,2009.0,IND,S,1054.0,3.5,-0.5,4.6,-0.5,-0.1,36557.0,0.0,1.0,0.0,69.0,14.0,10.0,19.0,27.0,13.0,48.1,229.0,17.6,47.0,63.0,1.0,4.0,1.0,50.3
27.0, Yeremiah Bell, Yeremiah Bell2009,2009.0,MIA,S,966.0,3.5,0.5,-0.8,3.2,0.6,36526.0,2.0,1.0,0.0,90.0,7.0,1.0,30.0,63.0,35.0,55.6,420.0,12.0,209.0,37.0,2.0,3.0,4.0,66.9
30.0, Darcel McBath, Darcel McBath2009,2009.0,DEN,S,127.0,3.1,-0.1,3.1,0.0,0.1,0-0,0.0,0.0,0.0,14.0,0.0,1.0,4.0,7.0,3.0,42.9,24.0,8.0,17.0,9.0,0.0,2.0,1.0,12.5
31.0, Mark Roman, Mark Roman2009,2009.0,SF,S,590.0,3.0,0.5,0.5,0.7,1.3,0-0,1.0,1.0,0.0,44.0,3.0,3.0,17.0,33.0,22.0,66.7,306.0,13.9,113.0,39.0,2.0,1.0,0.0,103.9
31.0, Michael Huff, Michael Huff2009,2009.0,OAK,S,749.0,3.0,0.3,7.3,-5.9,1.3,0-0,1.0,0.0,1.0,49.0,3.0,7.0,10.0,35.0,16.0,45.7,250.0,15.6,34.0,53.0,0.0,3.0,11.0,34.2
33.0, David Bruton, David Bruton2009,2009.0,DEN,S,76.0,2.9,-0.1,2.0,0.9,0.1,0-0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33.0, Madieu Williams, Madieu Williams2009,2009.0,MIN,S,959.0,2.9,1.6,-1.2,1.8,0.7,36526.0,0.0,2.0,4.0,56.0,6.0,11.0,15.0,39.0,24.0,61.5,360.0,15.0,127.0,40.0,3.0,0.0,6.0,117.5
33.0, Tom Zbikowski, Tom Zbikowski2009,2009.0,BLT,S,302.0,2.9,-1.1,4.5,0.1,-0.6,36526.0,0.0,0.0,0.0,13.0,2.0,1.0,2.0,6.0,2.0,33.3,13.0,6.5,4.0,11.0,1.0,2.0,1.0,42.4
36.0, Patrick Chung, Patrick Chung2009,2009.0,NE,S,194.0,2.8,0.9,1.4,1.1,-0.6,36526.0,2.0,0.0,0.0,13.0,0.0,0.0,4.0,8.0,3.0,37.5,33.0,11.0,7.0,12.0,0.0,1.0,0.0,10.9
36.0, Tyrone Culver, Tyrone Culver2009,2009.0,MIA,S,304.0,2.8,-0.4,4.5,0.4,-1.7,36557.0,0.0,0.0,0.0,16.0,1.0,0.0,3.0,15.0,9.0,60.0,92.0,10.2,46.0,17.0,0.0,1.0,3.0,49.9
38.0, O.J. Atogwe, O.J. Atogwe2009,2009.0,SL,S,761.0,2.7,3.2,1.6,-2.3,0.2,36526.0,1.0,4.0,5.0,56.0,7.0,3.0,11.0,31.0,21.0,67.7,205.0,9.8,104.0,33.0,0.0,2.0,2.0,59.2
39.0, Erik Coleman, Erik Coleman2009,2009.0,ATL,S,1051.0,2.6,1.1,-6.2,6.0,1.7,0-0,0.0,1.0,5.0,88.0,15.0,8.0,30.0,39.0,27.0,69.2,358.0,13.3,114.0,28.0,6.0,0.0,5.0,137.6
40.0, Lawyer Milloy, Lawyer Milloy2009,2009.0,SEA,S,290.0,2.5,0.2,0.9,0.8,0.6,0-0,0.0,2.0,0.0,24.0,4.0,3.0,6.0,9.0,6.0,66.7,96.0,16.0,17.0,28.0,1.0,0.0,2.0,139.1
40.0, Charles Godfrey, Charles Godfrey2009,2009.0,CAR,S,716.0,2.5,-0.3,1.4,2.2,-0.8,36557.0,0.0,0.0,0.0,35.0,4.0,7.0,9.0,18.0,10.0,55.6,130.0,13.0,34.0,29.0,0.0,1.0,3.0,55.3
42.0, Danieal Manning, Danieal Manning2009,2009.0,CHI,S,691.0,2.4,-0.5,1.5,1.2,0.2,41275.0,0.0,0.0,4.0,56.0,6.0,2.0,17.0,22.0,18.0,81.8,152.0,8.4,89.0,22.0,1.0,1.0,0.0,91.7
43.0, Kevin Kaesviharn, Kevin Kaesviharn2009,2009.0,TEN,S,102.0,2.3,0.1,2.5,-0.3,0.0,0-0,0.0,1.0,0.0,8.0,1.0,1.0,1.0,8.0,5.0,62.5,28.0,5.6,38.0,10.0,0.0,0.0,1.0,68.8
44.0, Abram Elam, Abram Elam2009,2009.0,CLV,S,1055.0,2.1,-2.2,-4.0,6.6,1.7,0-0,1.0,0.0,3.0,76.0,7.0,6.0,24.0,39.0,28.0,71.8,286.0,10.2,92.0,21.0,1.0,0.0,2.0,101.0
45.0, James Sanders, James Sanders2009,2009.0,NE,S,371.0,1.9,-0.6,1.3,1.4,-0.2,36526.0,0.0,1.0,0.0,31.0,3.0,1.0,8.0,20.0,14.0,70.0,137.0,9.8,62.0,25.0,1.0,0.0,2.0,105.6
46.0, Hamza Abdullah, Hamza Abdullah2009,2009.0,ARZ,S,51.0,1.7,0.0,-0.2,1.8,0.1,0-0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,2.0,1.0,50.0,11.0,11.0,4.0,11.0,0.0,0.0,0.0,66.7
46.0, Chris Horton, Chris Horton2009,2009.0,WAS,S,317.0,1.7,-0.3,1.3,1.1,-0.4,36526.0,0.0,0.0,1.0,23.0,3.0,4.0,10.0,16.0,10.0,62.5,71.0,7.1,17.0,15.0,0.0,0.0,2.0,72.7
48.0, Troy Polamalu, Troy Polamalu2009,2009.0,PIT,S,242.0,1.5,-0.2,2.9,1.3,-2.5,41365.0,0.0,0.0,0.0,18.0,1.0,2.0,6.0,19.0,10.0,52.6,122.0,12.2,55.0,34.0,1.0,3.0,2.0,50.7
48.0, Hiram Eugene, Hiram Eugene2009,2009.0,OAK,S,376.0,1.5,0.3,0.8,-0.3,0.7,0-0,0.0,1.0,0.0,29.0,2.0,6.0,3.0,5.0,2.0,40.0,10.0,5.0,6.0,6.0,0.0,1.0,0.0,8.3
50.0, Deon Grant, Deon Grant2009,2009.0,SEA,S,1104.0,1.4,0.6,-1.2,0.6,1.4,36526.0,0.0,1.0,4.0,58.0,11.0,7.0,25.0,40.0,26.0,65.0,304.0,11.7,155.0,28.0,3.0,3.0,2.0,81.7
50.0, Jairus Byrd, Jairus Byrd2009,2009.0,BUF,S,666.0,1.4,0.0,6.4,-4.2,-0.8,41306.0,0.0,0.0,0.0,31.0,4.0,4.0,2.0,18.0,6.0,33.3,124.0,20.7,21.0,28.0,1.0,9.0,1.0,37.5
50.0, Cary Harris, Cary Harris2009,2009.0,BUF,S,52.0,1.4,0.0,1.1,0.2,0.1,0-0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,50.0,15.0,15.0,0.0,15.0,0.0,2.0,0.0,35.4
50.0, Tyrell Johnson, Tyrell Johnson2009,2009.0,MIN,S,887.0,1.4,-0.1,-1.9,1.9,1.5,0-0,0.0,1.0,0.0,46.0,4.0,6.0,18.0,34.0,20.0,58.8,310.0,15.5,124.0,42.0,2.0,1.0,7.0,96.4
54.0, Anthony Smith, Anthony Smith2009,2009.0,SL,S,52.0,1.3,0.0,-0.1,1.3,0.1,0-0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0, Kyries Hebert, Kyries Hebert2009,2009.0,CIN,S,48.0,1.1,0.0,0.1,0.9,0.1,0-0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,2.0,1.0,50.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,56.3
55.0, Ray Ventrone, Ray Ventrone2009,2009.0,CLV,S,24.0,1.1,0.8,0.2,0.1,0.0,0-0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,4.0,4.0,100.0,30.0,7.5,11.0,11.0,0.0,0.0,0.0,97.9
57.0, Paul Oliver, Paul Oliver2009,2009.0,SD,S,371.0,0.9,-1.5,4.4,-1.9,-0.1,41275.0,1.0,0.0,2.0,24.0,3.0,4.0,5.0,11.0,5.0,45.5,43.0,8.6,17.0,16.0,1.0,1.0,0.0,48.7
57.0, Chris Crocker, Chris Crocker2009,2009.0,CIN,S,724.0,0.9,1.1,2.5,-0.9,-1.8,36586.0,0.0,1.0,4.0,40.0,4.0,7.0,16.0,31.0,18.0,58.1,266.0,14.8,82.0,54.0,2.0,2.0,4.0,80.8
57.0, Corey Ivy, Corey Ivy2009,2009.0,BLT,S,5.0,0.9,0.9,0.0,0.0,0.0,0-0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.0, Marcus Hudson, Marcus Hudson2009,2009.0,SF,S,14.0,0.9,-0.2,0.6,0.5,0.0,0-0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,2.0,100.0,20.0,10.0,11.0,12.0,0.0,0.0,0.0,108.3
57.0, Brian Russell, Brian Russell2009,2009.0,HST,S,57.0,0.9,0.0,0.7,0.1,0.1,0-0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0, Eugene Wilson, Eugene Wilson2009,2009.0,HST,S,467.0,0.8,0.0,4.1,-2.2,-1.1,41334.0,0.0,0.0,0.0,25.0,3.0,1.0,8.0,15.0,8.0,53.3,106.0,13.3,24.0,24.0,0.0,2.0,1.0,36.4
62.0, Dwight Lowery, Dwight Lowery2009,2009.0,NYJ,S,3.0,0.8,0.8,0.0,0.0,0.0,0-0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.0, Kenny Phillips, Kenny Phillips2009,2009.0,NYG,S,108.0,0.7,-0.3,1.3,-0.5,0.2,0-0,0.0,0.0,0.0,9.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
64.0, Quintin Demps, Quintin Demps2009,2009.0,PHI,S,121.0,0.7,0.0,2.6,0.0,-1.9,36557.0,0.0,0.0,2.0,6.0,0.0,1.0,1.0,4.0,2.0,50.0,26.0,13.0,4.0,14.0,0.0,1.0,2.0,31.3
64.0, Tyrone Carter, Tyrone Carter2009,2009.0,PIT,S,664.0,0.7,-0.1,2.7,-1.2,-0.7,41306.0,0.0,1.0,1.0,47.0,5.0,5.0,20.0,29.0,15.0,51.7,206.0,13.7,102.0,83.0,4.0,2.0,1.0,85.6
67.0, Pierson Prioleau, Pierson Prioleau2009,2009.0,NO,S,130.0,0.6,-1.4,1.2,0.7,0.1,0-0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,8.0,5.0,62.5,65.0,13.0,14.0,30.0,1.0,0.0,1.0,127.6
67.0, Dante Wesley, Dante Wesley2009,2009.0,CAR,S,101.0,0.6,1.5,-0.9,0.0,0.0,0-0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,16.0,10.0,62.5,113.0,11.3,59.0,27.0,0.0,0.0,2.0,83.6
67.0, Pat Watkins, Pat Watkins2009,2009.0,DAL,S,152.0,0.6,0.4,-0.2,0.1,0.3,0-0,0.0,0.0,1.0,17.0,2.0,1.0,4.0,9.0,6.0,66.7,62.0,10.3,5.0,17.0,1.0,0.0,0.0,123.4
67.0, Jamarca Sanford, Jamarca Sanford2009,2009.0,MIN,S,124.0,0.6,-0.1,0.5,0.1,0.1,0-0,0.0,0.0,0.0,11.0,2.0,1.0,2.0,5.0,3.0,60.0,33.0,11.0,12.0,21.0,0.0,0.0,0.0,79.6
67.0, Michael Hamlin, Michael Hamlin2009,2009.0,DAL,S,10.0,0.6,0.0,0.0,0.6,0.0,0-0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.0, William Middleton, William Middleton2009,2009.0,JAX,S,2.0,0.5,0.0,0.5,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6
72.0, James Ihedigbo, James Ihedigbo2009,2009.0,NYJ,S,50.0,0.5,0.3,0.1,0.1,0.0,0-0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.0, Clinton Hart, Clinton Hart2009,2009.0,SL,S,5.0,0.5,0.4,0.1,0.0,0.0,0-0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.0, Jamie Silva, Jamie Silva2009,2009.0,IND,S,113.0,0.5,-0.2,1.0,-0.4,0.1,0-0,0.0,0.0,0.0,12.0,2.0,2.0,3.0,4.0,3.0,75.0,15.0,5.0,12.0,8.0,0.0,0.0,1.0,80.2
76.0, Chris Harris, Chris Harris2009,2009.0,CAR,S,827.0,0.4,0.7,3.8,-5.4,1.3,0-0,0.0,1.0,2.0,47.0,5.0,11.0,15.0,32.0,21.0,65.6,212.0,10.1,98.0,25.0,1.0,3.0,2.0,55.7
76.0, Alan Ball, Alan Ball2009,2009.0,DAL,S,266.0,0.4,-0.1,0.1,0.9,-0.5,36526.0,0.0,0.0,0.0,10.0,2.0,4.0,3.0,12.0,6.0,50.0,91.0,15.2,63.0,36.0,1.0,0.0,2.0,103.1
76.0, Mike C. Adams, Mike C. Adams2009,2009.0,CLV,S,194.0,0.4,-0.3,-2.4,2.8,0.3,0-0,1.0,0.0,0.0,18.0,0.0,1.0,5.0,14.0,10.0,71.4,127.0,12.7,37.0,33.0,0.0,0.0,0.0,99.4
79.0, Matt Giordano, Matt Giordano2009,2009.0,GB,S,18.0,0.3,0.0,0.2,0.1,0.0,0-0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.0, Drew Coleman, Drew Coleman2009,2009.0,NYJ,S,8.0,0.3,0.8,0.0,-0.5,0.0,0-0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81.0, Bruce Johnson, Bruce Johnson2009,2009.0,NYG,S,20.0,0.2,-0.1,0.8,0.0,-0.5,36526.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,66.7,18.0,9.0,6.0,15.0,0.0,0.0,0.0,82.6
81.0, Josh Barrett, Josh Barrett2009,2009.0,DEN,S,25.0,0.2,-0.1,0.2,0.1,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,12.0,12.0,10.0,12.0,0.0,0.0,0.0,116.7
83.0, Todd Johnson, Todd Johnson2009,2009.0,BUF,S,10.0,0.1,0.0,0.0,0.1,0.0,0-0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.0, Ken Hamlin, Ken Hamlin2009,2009.0,DAL,S,786.0,0.1,-0.5,-2.0,1.8,0.8,36526.0,0.0,0.0,0.0,42.0,5.0,3.0,10.0,17.0,10.0,58.8,181.0,18.1,57.0,31.0,1.0,0.0,2.0,115.1
83.0, Shawn Springs, Shawn Springs2009,2009.0,NE,S,11.0,0.1,0.0,0.1,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6
83.0, K.J. Gerard, K.J. Gerard2009,2009.0,BLT,S,11.0,0.1,0.0,0.1,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.0, Jordan Babineaux, Jordan Babineaux2009,2009.0,SEA,S,1090.0,0.1,2.1,-2.4,2.5,-2.1,36617.0,3.0,1.0,3.0,77.0,15.0,11.0,21.0,60.0,35.0,58.3,324.0,9.3,211.0,37.0,1.0,2.0,4.0,64.9
83.0, Ashton Youboty, Ashton Youboty2009,2009.0,BUF,S,4.0,0.1,0.0,0.1,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.0, Ralph Brown, Ralph Brown2009,2009.0,ARZ,S,12.0,0.1,-0.1,0.2,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
90.0, Donnie Nickey, Donnie Nickey2009,2009.0,TEN,S,5.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0, Kevin Dockery, Kevin Dockery2009,2009.0,NYG,S,2.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0, Quincy Butler, Quincy Butler2009,2009.0,SL,S,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0, Marcus Paschal, Marcus Paschal2009,2009.0,BLT,S,3.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0, T.J. Rushing, T.J. Rushing2009,2009.0,IND,S,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
