#,Name,NameYear,Year,Team,Position,Snaps,Overall,Rush,Cov.,Run,Pen.,# of Pen,QB Sk,QB Ht,QB Hu,Tks,Ass,MT,St,TA,Rec,% Ct,Yds,Avg,YAC,LG,TD,In,PD,NFL Rating,
89.0,Casey Matthews,Casey Matthews2011,2011.0,PHI,OLB,73.0,-3.1,-0.7,-1.0,-1.6,0.2,0-0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,10.0,9.0,90.0,92.0,10.2,87.0,40.0,1.0,0.0,0.0,138.3
90.0,Ramon Humber,Ramon Humber2011,2011.0,NO,OLB,167.0,-3.3,-3.5,-1.4,2.4,-0.8,36526.0,1.0,0.0,3.0,1.0,15.0,2.0,2.0,6.0,14.0,11.0,78.6,89.0,8.1,60.0,11.0,0.0,0.0,0.0,93.2
91.0,Jacquian Williams,Jacquian Williams2011,2011.0,NYG,OLB,197.0,-3.4,-0.5,-0.2,-1.1,-1.6,36557.0,1.0,0.0,1.0,1.0,17.0,7.0,1.0,10.0,23.0,18.0,78.3,160.0,8.9,122.0,24.0,2.0,0.0,1.0,124.6
92.0,Dannell Ellerbe,Dannell Ellerbe2011,2011.0,BLT,OLB,193.0,-3.6,-1.5,-1.9,-0.5,0.3,0-0,0.0,0.0,0.0,0.0,14.0,4.0,3.0,4.0,9.0,8.0,88.9,86.0,10.8,55.0,24.0,0.0,0.0,0.0,106.5
92.0,Jason Phillips,Jason Phillips2011,2011.0,CAR,OLB,32.0,-3.6,-0.1,-1.8,-1.7,0.0,0-0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,100.0,57.0,19.0,24.0,32.0,1.0,0.0,0.0,158.3
94.0,Will Herring,Will Herring2011,2011.0,NO,OLB,114.0,-3.8,-2.1,-1.4,-0.5,0.2,0-0,0.0,0.0,2.0,0.0,4.0,1.0,3.0,1.0,7.0,4.0,57.1,55.0,13.8,28.0,31.0,0.0,1.0,0.0,42.9
95.0,Gary Guyton,Gary Guyton2011,2011.0,NE,OLB,228.0,-4.1,-0.4,-3.6,-0.5,0.4,0-0,0.0,0.0,2.0,0.0,20.0,5.0,3.0,10.0,21.0,16.0,76.2,166.0,10.4,126.0,27.0,0.0,1.0,0.0,78.7
95.0,Aaron Curry,Aaron Curry2011,2011.0,OAK,OLB,537.0,-4.1,-1.6,3.8,-2.3,-4.0,36647.0,0.0,4.0,3.0,0.0,39.0,12.0,1.0,20.0,29.0,20.0,69.0,211.0,10.6,118.0,26.0,1.0,0.0,2.0,101.4
97.0,Gerald McRath,Gerald McRath2011,2011.0,TEN,OLB,142.0,-4.3,-0.6,-0.6,-1.4,-1.7,41306.0,0.0,0.0,1.0,0.0,10.0,3.0,1.0,5.0,14.0,9.0,64.3,94.0,10.4,45.0,18.0,0.0,0.0,0.0,83.6
98.0,Jamar Chaney,Jamar Chaney2011,2011.0,PHI,OLB,133.0,-4.6,0.0,-2.9,-1.9,0.2,0-0,0.0,0.0,0.0,0.0,12.0,3.0,2.0,3.0,13.0,10.0,76.9,88.0,8.8,59.0,18.0,1.0,0.0,0.0,120.0
99.0,James Anderson,James Anderson2011,2011.0,CAR,OLB,1010.0,-4.9,-2.9,3.2,-4.9,-0.3,41306.0,2.0,1.0,4.0,0.0,104.0,20.0,13.0,48.0,65.0,46.0,70.8,501.0,10.9,306.0,31.0,6.0,2.0,6.0,111.1
100.0,Chad Greenway,Chad Greenway2011,2011.0,MIN,OLB,1099.0,-5.6,3.4,-13.0,6.1,-2.1,41395.0,2.0,1.0,9.0,2.0,111.0,27.0,16.0,54.0,86.0,67.0,77.9,717.0,10.7,576.0,60.0,5.0,0.0,3.0,120.8
101.0,Adam Hayward,Adam Hayward2011,2011.0,TB,OLB,121.0,-6.3,-0.9,-2.9,-2.7,0.2,0-0,0.0,0.0,0.0,0.0,14.0,1.0,4.0,8.0,7.0,6.0,85.7,65.0,10.8,29.0,16.0,0.0,0.0,0.0,105.4
102.0,Scott Fujita,Scott Fujita2011,2011.0,CLV,OLB,644.0,-6.6,-2.0,-0.4,-3.3,-0.9,41335.0,0.0,1.0,2.0,1.0,42.0,9.0,4.0,25.0,23.0,20.0,87.0,243.0,12.2,170.0,80.0,1.0,1.0,1.0,107.1
103.0,D.J. Williams,D.J. Williams2011,2011.0,DEN,OLB,930.0,-7.5,-1.1,4.2,-6.4,-4.2,36678.0,5.0,2.0,8.0,0.0,72.0,13.0,9.0,38.0,54.0,39.0,72.2,392.0,10.1,266.0,40.0,3.0,0.0,4.0,111.0
104.0,DeAndre Levy,DeAndre Levy2011,2011.0,DET,OLB,981.0,-7.7,-2.8,3.4,-8.3,0.0,41306.0,1.0,2.0,5.0,0.0,86.0,13.0,9.0,42.0,72.0,53.0,73.6,461.0,8.7,345.0,28.0,3.0,1.0,0.0,98.2
105.0,Jordan Senn,Jordan Senn2011,2011.0,CAR,OLB,344.0,-8.0,-1.1,-5.4,-0.6,-0.9,41306.0,0.0,0.0,1.0,0.0,45.0,6.0,1.0,16.0,32.0,28.0,87.5,320.0,11.4,194.0,29.0,2.0,1.0,1.0,116.1
106.0,Brady Poppinga,Brady Poppinga2011,2011.0,SL,OLB,569.0,-8.1,0.2,-2.3,-7.3,1.3,0-0,1.0,5.0,4.0,0.0,39.0,10.0,9.0,20.0,25.0,19.0,76.0,177.0,9.3,107.0,23.0,0.0,0.0,2.0,94.9
107.0,Chris Gocong,Chris Gocong2011,2011.0,CLV,OLB,883.0,-9.7,0.1,-1.1,-10.4,1.7,0-0,4.0,3.0,6.0,0.0,54.0,15.0,11.0,29.0,40.0,35.0,87.5,364.0,10.4,269.0,35.0,1.0,0.0,1.0,112.9
108.0,Jonathan Casillas,Jonathan Casillas2011,2011.0,NO,OLB,560.0,-11.4,-3.2,-6.4,-2.1,0.3,36526.0,3.0,5.0,13.0,1.0,33.0,6.0,6.0,18.0,38.0,29.0,76.3,322.0,11.1,168.0,26.0,2.0,0.0,1.0,118.5
109.0,JoLonn Dunbar,JoLonn Dunbar2011,2011.0,NO,OLB,391.0,-13.3,-0.8,-4.3,-9.1,0.9,0-0,1.0,0.0,5.0,2.0,33.0,3.0,9.0,17.0,25.0,19.0,76.0,215.0,11.3,137.0,40.0,1.0,0.0,2.0,114.6
110.0,Scott Shanle,Scott Shanle2011,2011.0,NO,OLB,838.0,-15.4,-12.3,-1.5,-0.2,-1.4,36586.0,1.0,0.0,8.0,0.0,52.0,14.0,6.0,25.0,55.0,38.0,69.1,481.0,12.7,295.0,46.0,1.0,1.0,4.0,94.6
111.0,Geno Hayes,Geno Hayes2011,2011.0,TB,OLB,749.0,-15.6,-3.3,-0.9,-11.8,0.4,36526.0,0.0,0.0,2.0,0.0,51.0,11.0,8.0,32.0,47.0,39.0,83.0,374.0,9.6,222.0,24.0,2.0,1.0,1.0,105.1
112.0,Kavell Conner,Kavell Conner2011,2011.0,IND,OLB,796.0,-16.6,-2.0,-14.3,-2.0,1.7,0-0,0.0,1.0,3.0,2.0,77.0,20.0,14.0,41.0,50.0,45.0,90.0,458.0,10.2,266.0,43.0,1.0,0.0,0.0,111.5
113.0,Ernie Sims,Ernie Sims2011,2011.0,IND,OLB,406.0,-19.4,-1.2,-7.6,-10.5,-0.1,36526.0,0.0,0.0,1.0,0.0,48.0,10.0,7.0,22.0,51.0,43.0,84.3,474.0,11.0,292.0,39.0,0.0,0.0,1.0,105.4
114.0,Quincy Black,Quincy Black2011,2011.0,TB,OLB,680.0,-24.5,-3.4,-6.2,-15.3,0.4,36526.0,0.0,0.0,4.0,0.0,50.0,6.0,16.0,22.0,24.0,19.0,79.2,199.0,10.5,135.0,29.0,1.0,1.0,0.0,97.7
1.0,Kamerion Wimbley,Kamerion Wimbley2010,2010.0,OAK,OLB,941.0,20.1,10.0,-0.7,9.0,1.8,0-0,11.0,4.0,21.0,0.0,39.0,5.0,3.0,26.0,31.0,22.0,71.0,276.0,12.5,182.0,36.0,0.0,0.0,1.0,98.3
2.0,David Hawthorne,David Hawthorne2010,2010.0,SEA,OLB,726.0,14.7,2.2,-0.2,11.3,1.4,0-0,0.0,1.0,4.0,0.0,82.0,23.0,13.0,48.0,39.0,29.0,74.4,324.0,11.2,249.0,51.0,2.0,1.0,1.0,105.1
3.0,Danny Clark,Danny Clark2010,2010.0,NO,OLB,332.0,11.4,2.1,-0.9,11.3,-1.1,36557.0,0.0,2.0,3.0,1.0,43.0,7.0,6.0,27.0,16.0,13.0,81.3,106.0,8.2,88.0,32.0,0.0,0.0,0.0,94.3
3.0,James Anderson,James Anderson2010,2010.0,CAR,OLB,1101.0,11.4,5.1,5.8,-0.5,1.0,36526.0,6.0,5.0,8.0,0.0,100.0,12.0,9.0,61.0,61.0,49.0,80.3,391.0,8.0,294.0,27.0,3.0,1.0,2.0,102.9
5.0,Chad Greenway,Chad Greenway2010,2010.0,MIN,OLB,997.0,9.7,3.3,2.9,2.6,0.9,36526.0,2.0,5.0,9.0,0.0,112.0,17.0,8.0,60.0,75.0,62.0,82.7,505.0,8.1,386.0,36.0,1.0,0.0,2.0,99.2
6.0,Lance Briggs,Lance Briggs2010,2010.0,CHI,OLB,915.0,9.1,-0.8,4.8,3.6,1.5,0-0,2.0,0.0,2.0,1.0,78.0,5.0,15.0,47.0,74.0,58.0,78.4,414.0,7.1,324.0,32.0,0.0,2.0,3.0,78.7
7.0,Jarret Johnson,Jarret Johnson2010,2010.0,BLT,OLB,1065.0,8.4,-9.5,3.3,12.5,2.1,0-0,2.0,3.0,21.0,0.0,48.0,10.0,6.0,31.0,25.0,18.0,72.0,160.0,8.9,127.0,30.0,0.0,0.0,2.0,88.8
8.0,Keith Bulluck,Keith Bulluck2010,2010.0,NYG,OLB,317.0,7.5,0.1,2.9,3.8,0.7,0-0,0.0,0.0,1.0,0.0,19.0,3.0,4.0,12.0,16.0,8.0,50.0,76.0,9.5,56.0,28.0,1.0,2.0,0.0,44.8
9.0,Keith Rivers,Keith Rivers2010,2010.0,CIN,OLB,511.0,6.7,0.5,-1.0,5.9,1.3,0-0,1.0,1.0,2.0,0.0,51.0,14.0,14.0,29.0,21.0,13.0,61.9,115.0,8.8,96.0,17.0,0.0,0.0,1.0,76.5
10.0,Michael Boley,Michael Boley2010,2010.0,NYG,OLB,969.0,6.1,3.0,8.4,-6.2,0.9,36526.0,1.0,7.0,8.0,1.0,57.0,11.0,2.0,30.0,56.0,42.0,75.0,365.0,8.7,226.0,35.0,1.0,0.0,1.0,97.7
11.0,Quincy Black,Quincy Black2010,2010.0,TB,OLB,532.0,6.0,1.1,4.7,0.1,0.1,36526.0,2.0,1.0,1.0,2.0,49.0,5.0,4.0,28.0,29.0,23.0,79.3,186.0,8.1,99.0,26.0,1.0,1.0,1.0,90.5
12.0,Stephen Nicholas,Stephen Nicholas2010,2010.0,ATL,OLB,672.0,5.9,1.0,8.4,-4.8,1.3,0-0,0.0,4.0,7.0,0.0,56.0,10.0,4.0,33.0,44.0,36.0,81.8,265.0,7.4,161.0,19.0,1.0,1.0,2.0,89.9
12.0,Daryl Smith,Daryl Smith2010,2010.0,JAX,OLB,987.0,5.9,2.9,-0.1,1.5,1.6,0-0,3.0,9.0,10.0,0.0,70.0,16.0,7.0,47.0,49.0,42.0,85.7,421.0,10.0,270.0,43.0,5.0,1.0,5.0,128.0
14.0,Rey Maualuga,Rey Maualuga2010,2010.0,CIN,OLB,623.0,5.8,-2.7,-0.8,7.8,1.5,0-0,1.0,2.0,2.0,0.0,54.0,10.0,4.0,32.0,27.0,23.0,85.2,196.0,8.5,121.0,45.0,1.0,2.0,0.0,78.4
15.0,Brian Iwuh,Brian Iwuh2010,2010.0,CHI,OLB,86.0,5.7,0.8,-0.4,5.1,0.2,0-0,1.0,0.0,0.0,0.0,10.0,3.0,0.0,9.0,2.0,2.0,100.0,15.0,7.5,2.0,14.0,0.0,0.0,0.0,97.9
16.0,Geno Hayes,Geno Hayes2010,2010.0,TB,OLB,891.0,5.1,1.6,6.8,-4.9,1.6,0-0,4.0,3.0,3.0,0.0,72.0,7.0,12.0,52.0,60.0,44.0,73.3,430.0,9.8,309.0,76.0,0.0,1.0,4.0,86.1
17.0,Jason Hunter,Jason Hunter2010,2010.0,DEN,OLB,127.0,5.0,-1.6,1.5,4.9,0.2,0-0,0.0,1.0,4.0,0.0,8.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18.0,Jon Beason,Jon Beason2010,2010.0,CAR,OLB,576.0,4.8,-1.3,2.0,2.9,1.2,36526.0,0.0,1.0,2.0,0.0,47.0,8.0,7.0,21.0,17.0,12.0,70.6,111.0,9.3,52.0,24.0,1.0,0.0,2.0,107.7
19.0,Pisa Tinoisamoa,Pisa Tinoisamoa2010,2010.0,CHI,OLB,469.0,4.3,0.9,0.9,1.6,0.9,0-0,1.0,1.0,1.0,0.0,27.0,6.0,4.0,17.0,27.0,23.0,85.2,181.0,7.9,139.0,28.0,1.0,0.0,1.0,106.9
20.0,Bryan Kehl,Bryan Kehl2010,2010.0,SL,OLB,212.0,3.9,1.6,1.3,0.6,0.4,0-0,0.0,1.0,6.0,0.0,25.0,4.0,3.0,15.0,12.0,10.0,83.3,65.0,6.5,49.0,16.0,1.0,0.0,0.0,117.0
21.0,Trevor Scott,Trevor Scott2010,2010.0,OAK,OLB,190.0,3.8,2.7,0.4,0.3,0.4,0-0,0.0,0.0,10.0,0.0,8.0,3.0,0.0,6.0,3.0,3.0,100.0,23.0,7.7,28.0,11.0,0.0,0.0,0.0,98.6
22.0,Brandon Johnson,Brandon Johnson2010,2010.0,CIN,OLB,508.0,3.6,-3.7,7.6,0.6,-0.9,36557.0,0.0,2.0,1.0,0.0,22.0,5.0,3.0,15.0,33.0,24.0,72.7,182.0,7.6,127.0,20.0,3.0,1.0,2.0,103.3
23.0,D.J. Williams,D.J. Williams2010,2010.0,DEN,OLB,62.0,3.3,-0.2,0.9,2.5,0.1,0-0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,2.0,1.0,50.0,7.0,7.0,10.0,7.0,0.0,0.0,0.0,58.3
23.0,Gerald McRath,Gerald McRath2010,2010.0,TEN,OLB,462.0,3.3,0.7,0.4,1.2,1.0,0-0,1.0,1.0,3.0,0.0,46.0,5.0,2.0,21.0,22.0,19.0,86.4,200.0,10.5,144.0,31.0,1.0,0.0,2.0,119.7
25.0,Nic Harris,Nic Harris2010,2010.0,CAR,OLB,210.0,3.1,1.6,-1.5,3.5,-0.5,36526.0,2.0,0.0,4.0,0.0,21.0,3.0,1.0,13.0,10.0,7.0,70.0,115.0,16.4,79.0,43.0,1.0,0.0,0.0,141.7
26.0,Akeem Jordan,Akeem Jordan2010,2010.0,PHI,OLB,199.0,3.0,0.1,1.5,0.9,0.5,0-0,0.0,0.0,2.0,0.0,17.0,1.0,2.0,11.0,6.0,4.0,66.7,33.0,8.3,21.0,13.0,0.0,0.0,1.0,80.6
27.0,David Vobora,David Vobora2010,2010.0,SL,OLB,233.0,2.9,1.3,0.6,1.5,-0.5,36526.0,2.0,0.0,5.0,0.0,19.0,5.0,2.0,11.0,11.0,10.0,90.9,64.0,6.4,55.0,9.0,0.0,0.0,0.0,90.9
28.0,Jason Williams,Jason Williams2010,2010.0,CAR,OLB,81.0,2.8,0.4,4.2,-2.0,0.2,0-0,0.0,1.0,0.0,0.0,11.0,2.0,0.0,3.0,5.0,3.0,60.0,20.0,6.7,16.0,8.0,0.0,0.0,2.0,68.8
29.0,Adam Hayward,Adam Hayward2010,2010.0,TB,OLB,143.0,2.7,1.5,3.4,-1.4,-0.8,36526.0,1.0,0.0,2.0,0.0,12.0,2.0,1.0,7.0,7.0,2.0,28.6,11.0,5.5,1.0,7.0,0.0,0.0,2.0,39.6
30.0,JoLonn Dunbar,JoLonn Dunbar2010,2010.0,NO,OLB,326.0,2.2,-2.5,3.4,1.7,-0.4,36526.0,1.0,0.0,1.0,0.0,29.0,6.0,1.0,17.0,16.0,10.0,62.5,80.0,8.0,53.0,12.0,0.0,0.0,2.0,75.0
30.0,Moise Fokou,Moise Fokou2010,2010.0,PHI,OLB,392.0,2.2,-0.9,-0.9,6.1,-2.1,36586.0,1.0,2.0,2.0,1.0,31.0,4.0,5.0,22.0,17.0,14.0,82.4,114.0,8.1,82.0,36.0,0.0,0.0,0.0,94.6
30.0,Nick Roach,Nick Roach2010,2010.0,CHI,OLB,120.0,2.2,0.6,1.0,0.3,0.3,0-0,0.0,0.0,2.0,0.0,5.0,5.0,3.0,1.0,4.0,3.0,75.0,45.0,15.0,15.0,18.0,0.0,0.0,1.0,111.5
33.0,Darryl Sharpton,Darryl Sharpton2010,2010.0,HST,OLB,152.0,1.9,2.7,-0.1,1.0,-1.7,36557.0,1.0,0.0,2.0,0.0,11.0,2.0,1.0,7.0,5.0,3.0,60.0,44.0,14.7,36.0,21.0,0.0,0.0,0.0,88.8
34.0,Justin Durant,Justin Durant2010,2010.0,JAX,OLB,492.0,1.8,-1.4,-11.0,13.3,0.9,0-0,0.0,0.0,1.0,0.0,54.0,5.0,7.0,29.0,45.0,34.0,75.6,362.0,10.6,255.0,28.0,0.0,0.0,2.0,98.6
35.0,Aaron Maybin,Aaron Maybin2010,2010.0,BUF,OLB,4.0,1.6,1.6,0.0,0.0,0.0,0-0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,Kavell Conner,Kavell Conner2010,2010.0,IND,OLB,270.0,1.5,-0.5,-2.5,3.9,0.6,0-0,0.0,0.0,0.0,0.0,32.0,8.0,4.0,16.0,17.0,14.0,82.4,112.0,8.0,99.0,14.0,0.0,0.0,0.0,94.1
36.0,Mathias Kiwanuka,Mathias Kiwanuka2010,2010.0,NYG,OLB,94.0,1.5,3.0,-0.7,-1.0,0.2,0-0,3.0,0.0,2.0,0.0,4.0,1.0,0.0,7.0,1.0,1.0,100.0,12.0,12.0,8.0,12.0,0.0,0.0,0.0,116.7
38.0,Thomas Howard,Thomas Howard2010,2010.0,OAK,OLB,62.0,1.4,-0.4,1.6,0.2,0.0,0-0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6
39.0,Keith Ellison,Keith Ellison2010,2010.0,BUF,OLB,53.0,1.3,-0.6,0.5,1.3,0.1,0-0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,1.0,50.0,11.0,11.0,11.0,11.0,0.0,0.0,1.0,66.7
40.0,Reggie Torbor,Reggie Torbor2010,2010.0,BUF,OLB,345.0,1.2,-0.4,3.0,-2.1,0.7,0-0,1.0,0.0,4.0,0.0,22.0,7.0,2.0,13.0,10.0,7.0,70.0,75.0,10.7,49.0,26.0,0.0,0.0,2.0,91.7
41.0,Erin Henderson,Erin Henderson2010,2010.0,MIN,OLB,21.0,1.1,-0.2,0.2,1.1,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,Keenan Clayton,Keenan Clayton2010,2010.0,PHI,OLB,88.0,1.0,0.0,2.0,-1.1,0.1,0-0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,1.0,7.0,3.0,42.9,17.0,5.7,6.0,7.0,1.0,0.0,0.0,89.9
42.0,Na'il Diggs,Na'il Diggs2010,2010.0,SL,OLB,400.0,1.0,-0.5,0.3,1.2,0.0,36526.0,0.0,0.0,4.0,0.0,27.0,7.0,5.0,14.0,13.0,8.0,61.5,113.0,14.1,85.0,38.0,0.0,0.0,2.0,89.6
42.0,Daryl Washington,Daryl Washington2010,2010.0,ARZ,OLB,47.0,1.0,-0.4,1.0,0.3,0.1,0-0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,1.0,100.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,79.2
45.0,Will Herring,Will Herring2010,2010.0,SEA,OLB,249.0,0.7,0.9,-2.5,1.8,0.5,0-0,1.0,0.0,3.0,1.0,21.0,2.0,2.0,12.0,24.0,20.0,83.3,235.0,11.8,161.0,28.0,2.0,1.0,1.0,117.9
45.0,Travis Goethel,Travis Goethel2010,2010.0,OAK,OLB,90.0,0.7,-0.3,-0.9,1.7,0.2,0-0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,5.0,3.0,3.0,100.0,71.0,23.7,69.0,52.0,1.0,0.0,0.0,158.3
47.0,Reggie Walker,Reggie Walker2010,2010.0,ARZ,OLB,2.0,0.5,0.0,0.0,0.5,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,Quentin Groves,Quentin Groves2010,2010.0,OAK,OLB,486.0,0.5,2.7,-4.6,2.9,-0.5,36557.0,0.0,1.0,6.0,0.0,32.0,3.0,5.0,22.0,23.0,18.0,78.3,200.0,11.1,148.0,31.0,1.0,1.0,1.0,99.3
49.0,Brendon Ayanbadejo,Brendon Ayanbadejo2010,2010.0,BLT,OLB,3.0,0.4,-0.1,0.5,0.0,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,100.0,5.0,5.0,2.0,5.0,0.0,0.0,0.0,87.5
49.0,Spencer Adkins,Spencer Adkins2010,2010.0,ATL,OLB,10.0,0.4,0.4,0.0,0.0,0.0,0-0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.0,Jameel McClain,Jameel McClain2010,2010.0,BLT,OLB,530.0,0.4,-0.2,1.5,-1.1,0.2,36526.0,0.0,0.0,4.0,0.0,47.0,12.0,5.0,24.0,37.0,32.0,86.5,313.0,9.8,190.0,30.0,0.0,0.0,3.0,101.9
52.0,Coy Wire,Coy Wire2010,2010.0,ATL,OLB,16.0,0.3,-0.3,0.1,0.5,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6
53.0,Heath Farwell,Heath Farwell2010,2010.0,MIN,OLB,13.0,0.2,0.0,0.1,0.1,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,Ricky Brown,Ricky Brown2010,2010.0,OAK,OLB,12.0,0.2,0.0,0.6,-0.4,0.0,0-0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
53.0,Ramon Humber,Ramon Humber2010,2010.0,IND,OLB,11.0,0.2,0.0,0.2,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,Kenny Onatolu,Kenny Onatolu2010,2010.0,MIN,OLB,9.0,0.1,0.0,0.0,0.1,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,Bobby Carpenter,Bobby Carpenter2010,2010.0,DET,OLB,172.0,0.1,-0.7,1.8,-1.3,0.3,0-0,0.0,0.0,0.0,0.0,14.0,5.0,2.0,6.0,10.0,7.0,70.0,71.0,10.1,42.0,20.0,0.0,0.0,2.0,90.0
58.0,Phillip Dillard,Phillip Dillard2010,2010.0,NYG,OLB,3.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,Gerris Wilkinson,Gerris Wilkinson2010,2010.0,NYG,OLB,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,Eric Alexander,Eric Alexander2010,2010.0,JAX,OLB,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,Isaiah Ekejiuba,Isaiah Ekejiuba2010,2010.0,DET,OLB,15.0,0.0,-0.1,-0.5,0.6,0.0,0-0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,100.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,118.8
58.0,Bruce Davis,Bruce Davis2010,2010.0,OAK,OLB,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,Chase Blackburn,Chase Blackburn2010,2010.0,NYG,OLB,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,Prescott Burgess,Prescott Burgess2010,2010.0,BLT,OLB,7.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,Jason Phillips,Jason Phillips2010,2010.0,BLT,OLB,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,Omar Gaither,Omar Gaither2010,2010.0,PHI,OLB,4.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.0,Stanley Arnoux,Stanley Arnoux2010,2010.0,NO,OLB,12.0,-0.1,-0.2,0.1,0.0,0.0,0-0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6
67.0,Tyrone McKenzie,Tyrone McKenzie2010,2010.0,TB,OLB,9.0,-0.1,-0.1,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.0,Dekoda Watson,Dekoda Watson2010,2010.0,TB,OLB,131.0,-0.1,-1.5,2.2,-0.5,-0.3,36526.0,0.0,0.0,3.0,1.0,13.0,3.0,0.0,6.0,8.0,7.0,87.5,44.0,6.3,20.0,12.0,0.0,0.0,0.0,89.6
70.0,Brian Cushing,Brian Cushing2010,2010.0,HST,OLB,604.0,-0.2,7.6,0.5,-7.3,-1.0,36557.0,1.0,10.0,11.0,0.0,41.0,8.0,6.0,24.0,21.0,18.0,85.7,128.0,7.1,123.0,18.0,1.0,0.0,3.0,107.9
71.0,Mike Peterson,Mike Peterson2010,2010.0,ATL,OLB,484.0,-0.3,-0.9,1.0,-0.6,0.2,36526.0,1.0,0.0,1.0,1.0,45.0,13.0,6.0,36.0,29.0,24.0,82.8,223.0,9.3,142.0,25.0,1.0,2.0,1.0,81.5
