#,Name,NameYear,Year,Team,Position,Snaps,Overall,Rush,Cov.,Run,Pen.,# of Pen,QB Sk,QB Ht,QB Hu,BP,Tks,Ass,MT,St
15.0,Richard Seymour,Richard Seymour2009,2009,OAK,DE,808.0,5.5,1.2,0.0,7.9,-3.6,41456.0,4.0,9.0,20.0,3.0,30.0,5.0,3.0,27.0
16.0,Andre Carter,Andre Carter2009,2009,WAS,DE,978.0,5.3,14.1,1.0,-12.2,2.4,41306.0,13.0,16.0,30.0,4.0,32.0,6.0,2.0,37.0
17.0,Charles Johnson,Charles Johnson2009,2009,CAR,DE,427.0,4.6,4.3,1.0,0.3,-1.0,41334.0,4.0,2.0,21.0,2.0,13.0,1.0,2.0,13.0
17.0,Victor Abiamiri,Victor Abiamiri2009,2009,PHI,DE,277.0,4.6,1.3,2.0,2.0,-0.7,41306.0,3.0,3.0,10.0,0.0,11.0,2.0,0.0,10.0
19.0,Andre Fluellen,Andre Fluellen2009,2009,DET,DE,97.0,4.4,-0.2,0.0,4.2,0.4,0-0,0.0,2.0,3.0,0.0,4.0,3.0,0.0,2.0
20.0,Nick Reed,Nick Reed2009,2009,SEA,DE,173.0,4.1,-1.7,2.0,3.0,0.8,0-0,1.0,2.0,4.0,2.0,7.0,2.0,0.0,7.0
21.0,Marques Murrell,Marques Murrell2009,2009,NYJ,DE,43.0,3.7,0.5,0.0,3.0,0.2,0-0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,2.0
22.0,Matt Shaughnessy,Matt Shaughnessy2009,2009,OAK,DE,409.0,3.5,0.1,0.5,1.0,1.9,0-0,4.0,1.0,8.0,0.0,20.0,5.0,0.0,18.0
23.0,Dwan Edwards,Dwan Edwards2009,2009,BLT,DE,573.0,3.3,-10.7,1.5,10.9,1.6,36526.0,1.0,10.0,8.0,1.0,35.0,4.0,1.0,27.0
24.0,Darryl Tapp,Darryl Tapp2009,2009,SEA,DE,704.0,3.1,-7.1,1.5,9.0,-0.3,36617.0,2.0,15.0,13.0,2.0,41.0,2.0,2.0,33.0
25.0,Antwan Barnes,Antwan Barnes2009,2009,BLT,DE,129.0,2.1,2.1,1.0,0.5,-1.5,41306.0,3.0,1.0,5.0,0.0,2.0,0.0,1.0,4.0
26.0,Tully Banta-Cain,Tully Banta-Cain2009,2009,NE,DE,154.0,2.0,1.9,-0.5,1.9,-1.3,36557.0,3.0,2.0,5.0,1.0,4.0,0.0,1.0,6.0
27.0,DeMario Pressley,DeMario Pressley2009,2009,NO,DE,31.0,1.9,-0.6,0.0,2.4,0.1,0-0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0
27.0,Bobby McCray,Bobby McCray2009,2009,NO,DE,345.0,1.9,2.6,0.0,-2.1,1.4,0-0,2.0,8.0,16.0,0.0,7.0,2.0,0.0,8.0
27.0,Brian Robison,Brian Robison2009,2009,MIN,DE,225.0,1.9,0.0,0.0,1.5,0.4,36526.0,5.0,7.0,7.0,0.0,4.0,1.0,0.0,7.0
30.0,Derrick Harvey,Derrick Harvey2009,2009,JAX,DE,416.0,1.8,-3.1,0.0,3.1,1.8,0-0,2.0,3.0,12.0,0.0,21.0,4.0,1.0,18.0
31.0,Osi Umenyiora,Osi Umenyiora2009,2009,NYG,DE,657.0,1.7,7.2,1.0,-6.5,0.0,36617.0,6.0,14.0,19.0,1.0,14.0,3.0,2.0,17.0
32.0,Haloti Ngata,Haloti Ngata2009,2009,BLT,DE,34.0,1.6,0.0,0.0,1.4,0.2,0-0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0
33.0,Jevon Kearse,Jevon Kearse2009,2009,TEN,DE,159.0,1.4,0.9,0.5,0.3,-0.3,36526.0,1.0,3.0,6.0,0.0,1.0,2.0,0.0,2.0
33.0,Bryan Smith,Bryan Smith2009,2009,JAX,DE,69.0,1.4,-0.8,0.0,1.9,0.3,0-0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,1.0
35.0,Terrell Suggs,Terrell Suggs2009,2009,BLT,DE,739.0,1.3,-10.2,0.0,14.2,-2.7,41457.0,4.0,4.0,19.0,4.0,37.0,9.0,4.0,30.0
36.0,Victor Butler,Victor Butler2009,2009,DAL,DE,18.0,1.2,1.1,0.0,0.0,0.1,0-0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
36.0,Derrick Burgess,Derrick Burgess2009,2009,NE,DE,403.0,1.2,-0.4,1.0,0.6,0.0,41306.0,5.0,4.0,18.0,0.0,19.0,4.0,1.0,18.0
38.0,Marcus Benard,Marcus Benard2009,2009,CLV,DE,112.0,0.4,0.5,0.5,0.0,-0.6,36526.0,4.0,4.0,5.0,0.0,3.0,2.0,0.0,5.0
38.0,Ron Brace,Ron Brace2009,2009,NE,DE,2.0,0.4,-0.1,0.0,0.5,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,Ropati Pitoitua,Ropati Pitoitua2009,2009,NYJ,DE,33.0,0.4,0.9,0.0,-0.5,0.0,0-0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0
41.0,Dewayne White,Dewayne White2009,2009,DET,DE,375.0,0.3,-0.5,1.5,-0.9,0.2,41306.0,0.0,3.0,20.0,1.0,6.0,0.0,0.0,4.0
42.0,Renaldo Wynn,Renaldo Wynn2009,2009,WAS,DE,21.0,0.2,-0.4,0.0,0.5,0.1,0-0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
43.0,Ty Warren,Ty Warren2009,2009,NE,DE,143.0,0.0,-3.9,0.0,4.2,-0.3,36526.0,1.0,3.0,0.0,0.0,13.0,0.0,0.0,12.0
44.0,Titus Brown,Titus Brown2009,2009,CLV,DE,1.0,-0.1,-0.1,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,James Wyche,James Wyche2009,2009,SL,DE,2.0,-0.2,-0.2,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,Will Davis,Will Davis2009,2009,ARZ,DE,11.0,-0.2,-0.7,0.5,0.0,0.0,0-0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
45.0,Jesse Nading,Jesse Nading2009,2009,HST,DE,2.0,-0.2,-0.2,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,Steve Octavien,Steve Octavien2009,2009,DAL,DE,2.0,-0.2,-0.2,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.0,Rob Jackson,Rob Jackson2009,2009,WAS,DE,37.0,-0.3,0.1,0.0,-0.5,0.1,0-0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0
50.0,Tim Bulman,Tim Bulman2009,2009,HST,DE,244.0,-0.5,-1.1,1.5,1.0,-1.9,41335.0,0.0,4.0,6.0,0.0,10.0,2.0,0.0,8.0
51.0,C.J. Ah You,C.J. Ah You2009,2009,SL,DE,13.0,-0.6,-0.7,0.0,0.0,0.1,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,Philip Wheeler,Philip Wheeler2009,2009,IND,DE,13.0,-0.7,-0.7,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
52.0,Alex Brown,Alex Brown2009,2009,CHI,DE,786.0,-0.7,-2.5,3.0,1.5,-2.7,41457.0,7.0,12.0,20.0,1.0,30.0,6.0,1.0,30.0
52.0,Shaun Ellis,Shaun Ellis2009,2009,NYJ,DE,672.0,-0.7,-12.5,1.5,7.3,3.0,0-0,7.0,2.0,13.0,1.0,27.0,3.0,2.0,29.0
55.0,Chauncey Davis,Chauncey Davis2009,2009,ATL,DE,495.0,-0.9,-1.8,1.5,-2.8,2.2,0-0,1.0,2.0,21.0,0.0,15.0,2.0,1.0,16.0
56.0,Calvin Pace,Calvin Pace2009,2009,NYJ,DE,642.0,-1.0,-2.8,-3.0,2.9,1.9,36526.0,8.0,1.0,18.0,1.0,24.0,6.0,8.0,25.0
57.0,Hilee Taylor,Hilee Taylor2009,2009,CAR,DE,15.0,-1.2,-1.2,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,Jason Hunter,Jason Hunter2009,2009,DET,DE,527.0,-1.3,2.2,1.0,-3.1,-1.4,36617.0,5.0,4.0,16.0,2.0,24.0,4.0,2.0,22.0
58.0,James Wyche,James Wyche2009,2009,JAX,DE,17.0,-1.3,-0.8,0.0,-0.5,0.0,0-0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
58.0,Paul Kruger,Paul Kruger2009,2009,BLT,DE,176.0,-1.3,-2.8,1.5,0.4,-0.4,36526.0,0.0,1.0,4.0,2.0,5.0,3.0,0.0,1.0
58.0,James Hall,James Hall2009,2009,SL,DE,715.0,-1.3,-1.6,1.0,-3.8,3.1,0-0,5.0,6.0,16.0,1.0,37.0,0.0,2.0,30.0
62.0,Dan Skuta,Dan Skuta2009,2009,CIN,DE,19.0,-1.4,-1.0,0.0,-0.5,0.1,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0,Quentin Groves,Quentin Groves2009,2009,JAX,DE,252.0,-1.4,-1.8,1.5,-0.3,-0.8,41306.0,0.0,3.0,10.0,0.0,13.0,2.0,2.0,12.0
62.0,Clint Sintim,Clint Sintim2009,2009,NYG,DE,7.0,-1.4,-0.4,0.0,-1.0,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
62.0,Everette Brown,Everette Brown2009,2009,CAR,DE,401.0,-1.4,-0.1,3.0,-5.2,0.9,36526.0,3.0,7.0,13.0,2.0,14.0,3.0,2.0,14.0
66.0,Jeremy Jarmon,Jeremy Jarmon2009,2009,WAS,DE,115.0,-1.6,-1.1,0.5,-1.5,0.5,0-0,0.0,0.0,3.0,1.0,7.0,0.0,1.0,5.0
66.0,Chris Ellis,Chris Ellis2009,2009,BUF,DE,18.0,-1.6,-0.2,0.0,-1.5,0.1,0-0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
68.0,Dre Moore,Dre Moore2009,2009,TB,DE,24.0,-1.7,-0.7,0.0,-1.1,0.1,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.0,Mathias Kiwanuka,Mathias Kiwanuka2009,2009,NYG,DE,744.0,-1.7,0.0,1.0,-2.2,-0.5,41365.0,3.0,14.0,26.0,0.0,41.0,9.0,2.0,31.0
68.0,Jason Babin,Jason Babin2009,2009,PHI,DE,218.0,-1.7,-1.6,0.5,1.4,-2.0,36586.0,3.0,6.0,5.0,0.0,8.0,2.0,0.0,8.0
71.0,Greg Peterson,Greg Peterson2009,2009,JAX,DE,13.0,-1.8,-0.4,0.0,-1.5,0.1,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.0,Ahmad Brooks,Ahmad Brooks2009,2009,SF,DE,37.0,-1.9,-0.6,0.0,-0.5,-0.8,36526.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
73.0,Jamaal Westerman,Jamaal Westerman2009,2009,NYJ,DE,87.0,-2.2,-0.9,-1.5,0.0,0.2,0-0,1.0,1.0,4.0,0.0,2.0,0.0,1.0,2.0
74.0,Chris Harrington,Chris Harrington2009,2009,JAX,DE,19.0,-2.3,-0.4,-1.0,-1.0,0.1,0-0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
74.0,Chris Long,Chris Long2009,2009,SL,DE,824.0,-2.3,-2.1,-1.0,-1.0,1.8,36557.0,5.0,13.0,20.0,1.0,27.0,8.0,2.0,25.0
74.0,Aaron Schobel,Aaron Schobel2009,2009,BUF,DE,849.0,-2.3,-2.7,1.5,-2.0,0.9,36586.0,10.0,9.0,21.0,3.0,24.0,10.0,2.0,31.0
74.0,Chris Clemons,Chris Clemons2009,2009,PHI,DE,193.0,-2.3,0.4,-2.0,-0.5,-0.2,36526.0,3.0,3.0,10.0,1.0,2.0,0.0,1.0,3.0
78.0,Jayme Mitchell,Jayme Mitchell2009,2009,MIN,DE,60.0,-2.4,-1.7,0.0,0.0,-0.7,36526.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0
79.0,Michael Bennett,Michael Bennett2009,2009,TB,DE,157.0,-2.8,-3.3,0.0,-0.1,0.6,0-0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,4.0
79.0,Jarron Gilbert,Jarron Gilbert2009,2009,CHI,DE,24.0,-2.8,-1.4,0.0,-1.5,0.1,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81.0,Ervin Baldwin,Ervin Baldwin2009,2009,IND,DE,96.0,-3.2,-1.8,0.0,-1.7,0.3,0-0,0.0,1.0,0.0,0.0,8.0,1.0,2.0,5.0
81.0,Jeff Charleston,Jeff Charleston2009,2009,NO,DE,122.0,-3.2,-4.1,0.0,0.4,0.5,0-0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,3.0
83.0,Bryan Thomas,Bryan Thomas2009,2009,NYJ,DE,119.0,-4.0,-1.9,0.0,-2.7,0.6,0-0,0.0,1.0,2.0,0.0,8.0,0.0,0.0,4.0
84.0,Vernon Gholston,Vernon Gholston2009,2009,NYJ,DE,180.0,-4.1,-1.9,0.0,-2.8,0.6,0-0,0.0,0.0,5.0,0.0,11.0,0.0,0.0,8.0
85.0,Cliff Avril,Cliff Avril2009,2009,DET,DE,681.0,-4.3,-3.1,-0.5,2.9,-3.6,41456.0,6.0,5.0,16.0,5.0,26.0,4.0,1.0,20.0
86.0,Jacob Ford,Jacob Ford2009,2009,TEN,DE,445.0,-4.4,6.3,1.5,-9.6,-2.6,41395.0,6.0,13.0,14.0,0.0,11.0,1.0,3.0,15.0
87.0,Greg Ellis,Greg Ellis2009,2009,OAK,DE,645.0,-4.5,4.3,1.5,-10.2,-0.1,36586.0,7.0,3.0,21.0,1.0,20.0,2.0,1.0,18.0
87.0,Kyle Moore,Kyle Moore2009,2009,TB,DE,155.0,-4.5,-4.4,0.5,-1.3,0.7,0-0,0.0,0.0,3.0,1.0,8.0,1.0,0.0,3.0
89.0,Jeremy Navarre,Jeremy Navarre2009,2009,JAX,DE,90.0,-4.6,-1.6,0.0,-3.3,0.3,0-0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,4.0
90.0,Josh L. Thomas,Josh L. Thomas2009,2009,IND,DE,44.0,-4.7,-1.8,0.0,-3.1,0.2,0-0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
90.0,Darren Howard,Darren Howard2009,2009,PHI,DE,402.0,-4.7,-5.3,-0.5,3.4,-2.3,41395.0,7.0,4.0,11.0,4.0,16.0,2.0,1.0,17.0
92.0,Tim Jamison,Tim Jamison2009,2009,HST,DE,52.0,-4.9,-3.1,0.0,-1.0,-0.8,41275.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
93.0,Cory Redding,Cory Redding2009,2009,SEA,DE,359.0,-5.0,-5.7,1.5,-0.5,-0.3,36557.0,1.0,7.0,12.0,0.0,14.0,3.0,2.0,12.0
94.0,Victor Adeyanju,Victor Adeyanju2009,2009,SL,DE,269.0,-5.1,-3.3,0.0,-2.9,1.1,0-0,0.0,2.0,8.0,0.0,6.0,0.0,2.0,3.0
95.0,Mark Anderson,Mark Anderson2009,2009,CHI,DE,523.0,-5.2,-6.9,2.0,-0.8,0.5,41306.0,3.0,5.0,17.0,0.0,22.0,2.0,1.0,18.0
95.0,Michael D. Johnson,Michael D. Johnson2009,2009,CIN,DE,365.0,-5.2,-5.7,0.0,-1.1,1.6,0-0,3.0,3.0,11.0,6.0,8.0,1.0,0.0,7.0
97.0,Copeland Bryan,Copeland Bryan2009,2009,DET,DE,126.0,-5.9,-3.2,0.0,-2.2,-0.5,41275.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0
98.0,William Hayes,William Hayes2009,2009,TEN,DE,682.0,-6.2,-5.0,0.5,-0.3,-1.4,41396.0,5.0,5.0,26.0,0.0,26.0,14.0,1.0,24.0
99.0,Julius Williams,Julius Williams2009,2009,JAX,DE,85.0,-6.4,-4.2,-0.5,-2.1,0.4,0-0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0
100.0,Jamaal Anderson,Jamaal Anderson2009,2009,ATL,DE,528.0,-6.5,-7.5,-0.5,0.3,1.2,36526.0,1.0,2.0,12.0,2.0,19.0,5.0,3.0,14.0
100.0,Gaines Adams,Gaines Adams2009,2009,CHI,DE,158.0,-6.5,-3.3,0.0,-2.8,-0.4,36526.0,0.0,0.0,3.0,1.0,4.0,2.0,1.0,3.0
102.0,Eric Foster,Eric Foster2009,2009,IND,DE,199.0,-6.7,-4.1,0.5,-1.5,-1.6,36586.0,0.0,0.0,5.0,0.0,8.0,1.0,0.0,6.0
103.0,Marques Douglas,Marques Douglas2009,2009,NYJ,DE,232.0,-6.9,-8.0,0.0,1.0,0.1,36526.0,1.0,0.0,1.0,0.0,10.0,5.0,0.0,10.0
104.0,Trevor Scott,Trevor Scott2009,2009,OAK,DE,346.0,-7.7,-4.2,1.0,-5.0,0.5,36526.0,3.0,4.0,5.0,0.0,13.0,0.0,2.0,12.0
104.0,Lawrence Jackson,Lawrence Jackson2009,2009,SEA,DE,540.0,-7.7,-7.9,0.5,-2.5,2.2,0-0,5.0,6.0,11.0,2.0,23.0,3.0,1.0,19.0
104.0,Jay Richardson,Jay Richardson2009,2009,OAK,DE,247.0,-7.7,-0.8,-0.5,-5.4,-1.0,41307.0,3.0,2.0,3.0,0.0,16.0,1.0,3.0,16.0
107.0,Jarvis Green,Jarvis Green2009,2009,NE,DE,250.0,-7.9,-8.6,0.0,0.5,0.2,41275.0,0.0,1.0,5.0,0.0,5.0,6.0,1.0,5.0
108.0,Lawrence Sidbury,Lawrence Sidbury2009,2009,ATL,DE,107.0,-8.0,-3.9,0.0,-3.5,-0.6,36526.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0
108.0,Adewale Ogunleye,Adewale Ogunleye2009,2009,CHI,DE,735.0,-8.0,1.4,3.0,-12.4,0.0,36586.0,6.0,8.0,26.0,0.0,19.0,6.0,5.0,19.0
110.0,Phillip Daniels,Phillip Daniels2009,2009,WAS,DE,625.0,-8.4,-12.3,1.5,-0.5,2.9,0-0,1.0,3.0,10.0,2.0,22.0,6.0,0.0,16.0
111.0,Trevor Pryce,Trevor Pryce2009,2009,BLT,DE,433.0,-8.5,-4.5,0.5,-3.5,-1.0,36586.0,5.0,2.0,14.0,0.0,10.0,5.0,0.0,12.0
111.0,Gaines Adams,Gaines Adams2009,2009,TB,DE,230.0,-8.5,-0.7,0.5,-6.4,-1.9,41334.0,1.0,3.0,7.0,2.0,7.0,0.0,0.0,7.0
113.0,Turk McBride,Turk McBride2009,2009,DET,DE,292.0,-8.6,-4.5,-0.5,-3.0,-0.6,41306.0,4.0,1.0,3.0,0.0,12.0,2.0,2.0,8.0
114.0,Dave Tollefson,Dave Tollefson2009,2009,NYG,DE,208.0,-9.2,-5.1,0.0,-4.2,0.1,36526.0,1.0,3.0,3.0,0.0,4.0,1.0,1.0,5.0
114.0,Kyle Vanden Bosch,Kyle Vanden Bosch2009,2009,TEN,DE,781.0,-9.2,-3.2,1.5,-4.3,-3.2,36708.0,3.0,14.0,26.0,1.0,27.0,7.0,2.0,23.0
116.0,Juqua Parker,Juqua Parker2009,2009,PHI,DE,745.0,-9.4,-1.7,0.5,-9.4,1.2,36557.0,8.0,9.0,21.0,2.0,25.0,3.0,2.0,24.0
117.0,Connor Barwin,Connor Barwin2009,2009,HST,DE,367.0,-10.4,-5.0,-0.5,-3.5,-1.4,41366.0,5.0,4.0,7.0,3.0,9.0,1.0,2.0,9.0
118.0,Tyler Brayton,Tyler Brayton2009,2009,CAR,DE,718.0,-10.5,-6.9,2.0,-4.4,-1.2,36647.0,5.0,7.0,24.0,0.0,34.0,5.0,0.0,30.0
119.0,Jimmy Wilkerson,Jimmy Wilkerson2009,2009,TB,DE,684.0,-11.0,-6.6,-0.5,-6.9,3.0,0-0,6.0,9.0,13.0,2.0,28.0,5.0,2.0,27.0
120.0,Frostee Rucker,Frostee Rucker2009,2009,CIN,DE,310.0,-12.1,-7.4,1.0,-5.9,0.2,41275.0,0.0,1.0,8.0,1.0,7.0,0.0,0.0,6.0
121.0,Dave Ball,Dave Ball2009,2009,TEN,DE,299.0,-13.0,-9.3,0.0,-3.0,-0.7,41306.0,0.0,4.0,4.0,1.0,8.0,7.0,1.0,4.0
122.0,Aaron Maybin,Aaron Maybin2009,2009,BUF,DE,231.0,-13.9,-7.7,1.0,-7.5,0.3,36526.0,0.0,1.0,4.0,0.0,10.0,2.0,2.0,8.0
122.0,Tim Crowder,Tim Crowder2009,2009,TB,DE,534.0,-13.9,-6.3,0.0,-10.1,2.5,0-0,4.0,3.0,12.0,2.0,31.0,3.0,2.0,18.0
124.0,Ryan Denney,Ryan Denney2009,2009,BUF,DE,293.0,-14.8,-5.4,-1.0,-8.5,0.1,36526.0,2.0,1.0,3.0,0.0,14.0,3.0,1.0,9.0
125.0,Antonio D. Smith,Antonio D. Smith2009,2009,HST,DE,876.0,-15.0,5.1,0.5,-17.5,-3.1,41456.0,6.0,15.0,30.0,1.0,22.0,3.0,1.0,19.0
126.0,Patrick Kerney,Patrick Kerney2009,2009,SEA,DE,723.0,-15.8,-10.0,2.0,-7.7,-0.1,36617.0,5.0,10.0,19.0,0.0,23.0,6.0,1.0,25.0
127.0,Will Smith,Will Smith2009,2009,NO,DE,859.0,-16.1,0.1,1.5,-19.5,1.8,41306.0,12.0,13.0,22.0,0.0,19.0,6.0,5.0,26.0
128.0,Keyunta Dawson,Keyunta Dawson2009,2009,IND,DE,283.0,-17.2,-7.1,1.0,-12.4,1.3,0-0,0.0,0.0,4.0,0.0,6.0,4.0,0.0,2.0
129.0,Jonathan Fanene,Jonathan Fanene2009,2009,CIN,DE,645.0,-17.9,-17.1,0.5,-1.7,0.4,36586.0,5.0,5.0,7.0,2.0,22.0,3.0,2.0,21.0
130.0,Robert Geathers,Robert Geathers2009,2009,CIN,DE,837.0,-19.7,-21.3,-1.5,2.6,0.5,36586.0,4.0,5.0,21.0,2.0,23.0,9.0,6.0,20.0
131.0,Chris Kelsay,Chris Kelsay2009,2009,BUF,DE,932.0,-25.2,-15.3,2.0,-16.2,4.3,0-0,6.0,6.0,22.0,0.0,32.0,7.0,1.0,28.0
132.0,Charles Grant,Charles Grant2009,2009,NO,DE,756.0,-30.6,-19.8,0.0,-12.4,1.6,36557.0,4.0,5.0,13.0,2.0,23.0,4.0,2.0,16.0
133.0,Raheem Brock,Raheem Brock2009,2009,IND,DE,813.0,-42.4,-27.0,0.5,-17.8,1.9,41306.0,2.0,2.0,15.0,1.0,22.0,1.0,3.0,17.0
1.0,John Abraham,John Abraham2008,2008,ATL,DE,638.0,29.4,33.6,1.5,-6.5,0.8,41307.0,17.0,18.0,38.0,0.0,19.0,3.0,3.0,32.0
2.0,Terrell Suggs,Terrell Suggs2008,2008,BLT,DE,977.0,25.7,-3.6,5.5,25.4,-1.6,41456.0,9.0,7.0,26.0,3.0,48.0,7.0,2.0,51.0
3.0,Stylez G. White,Stylez G. White2008,2008,TB,DE,429.0,21.0,10.9,2.0,7.3,0.8,36526.0,6.0,13.0,16.0,1.0,18.0,5.0,3.0,19.0
4.0,Justin Tuck,Justin Tuck2008,2008,NYG,DE,843.0,20.6,0.3,3.5,17.9,-1.1,36678.0,13.0,9.0,29.0,1.0,41.0,10.0,4.0,47.0
5.0,Alex Brown,Alex Brown2008,2008,CHI,DE,888.0,19.3,-6.0,2.5,19.0,3.8,0-0,6.0,10.0,25.0,2.0,36.0,1.0,2.0,36.0
6.0,Trent Cole,Trent Cole2008,2008,PHI,DE,942.0,19.2,9.6,1.0,12.2,-3.6,41518.0,9.0,14.0,34.0,1.0,48.0,11.0,0.0,44.0
7.0,Dwight Freeney,Dwight Freeney2008,2008,IND,DE,645.0,17.8,26.9,2.5,-13.4,1.8,36526.0,11.0,12.0,34.0,0.0,15.0,0.0,2.0,21.0
8.0,Jared Allen,Jared Allen2008,2008,MIN,DE,980.0,15.5,20.3,-0.5,-3.9,-0.4,41395.0,15.0,23.0,35.0,3.0,29.0,5.0,4.0,36.0
9.0,Julius Peppers,Julius Peppers2008,2008,CAR,DE,1018.0,14.3,21.3,2.5,-9.2,-0.3,41427.0,14.0,14.0,44.0,3.0,26.0,6.0,3.0,33.0
10.0,Juqua Parker,Juqua Parker2008,2008,PHI,DE,666.0,13.1,11.0,2.5,-0.4,0.0,36586.0,5.0,4.0,36.0,4.0,27.0,5.0,4.0,23.0
11.0,Cullen Jenkins,Cullen Jenkins2008,2008,GB,DE,215.0,12.3,9.1,-0.5,2.7,1.0,0-0,3.0,5.0,14.0,1.0,9.0,1.0,2.0,9.0
12.0,Trevor Pryce,Trevor Pryce2008,2008,BLT,DE,629.0,11.9,6.1,1.0,2.8,2.0,36526.0,5.0,15.0,28.0,2.0,14.0,7.0,1.0,15.0
13.0,Kevin Carter,Kevin Carter2008,2008,TB,DE,626.0,10.1,3.9,0.5,3.9,1.8,41275.0,5.0,5.0,22.0,1.0,27.0,10.0,4.0,22.0
14.0,James Hall,James Hall2008,2008,SL,DE,521.0,9.9,11.0,0.5,-0.8,-0.8,41334.0,7.0,6.0,21.0,0.0,28.0,4.0,3.0,24.0
15.0,Mario Williams,Mario Williams2008,2008,HST,DE,945.0,9.4,12.2,4.5,-8.7,1.4,36586.0,12.0,13.0,37.0,0.0,32.0,6.0,5.0,37.0
16.0,Jimmy Wilkerson,Jimmy Wilkerson2008,2008,TB,DE,273.0,8.0,4.1,3.0,0.8,0.1,36526.0,2.0,7.0,10.0,2.0,12.0,1.0,0.0,14.0
17.0,Robert Mathis,Robert Mathis2008,2008,IND,DE,545.0,6.8,11.9,5.5,-10.0,-0.6,36586.0,12.0,3.0,26.0,1.0,23.0,4.0,4.0,28.0
18.0,Reggie Hayward,Reggie Hayward2008,2008,JAX,DE,578.0,6.5,2.4,2.5,-0.2,1.8,36526.0,5.0,5.0,17.0,3.0,19.0,2.0,0.0,22.0
18.0,Aaron Schobel,Aaron Schobel2008,2008,BUF,DE,263.0,6.5,0.3,0.0,5.0,1.2,0-0,1.0,4.0,9.0,1.0,17.0,1.0,3.0,13.0
20.0,Kyle Vanden Bosch,Kyle Vanden Bosch2008,2008,TEN,DE,437.0,6.0,9.8,1.5,-4.3,-1.0,36586.0,6.0,9.0,14.0,0.0,7.0,6.0,2.0,8.0
21.0,Patrick Kerney,Patrick Kerney2008,2008,SEA,DE,383.0,5.7,4.7,2.5,-3.2,1.7,0-0,5.0,4.0,18.0,1.0,15.0,5.0,2.0,16.0
22.0,Leonard Little,Leonard Little2008,2008,SL,DE,341.0,5.6,9.0,0.5,-3.3,-0.6,36557.0,7.0,5.0,20.0,0.0,10.0,1.0,0.0,14.0
23.0,Jeff Charleston,Jeff Charleston2008,2008,NO,DE,118.0,5.3,-0.8,0.0,5.5,0.6,0-0,3.0,0.0,3.0,0.0,6.0,4.0,1.0,8.0
24.0,Justin Smith,Justin Smith2008,2008,SF,DE,473.0,4.4,-0.1,0.5,3.0,1.0,36526.0,3.0,4.0,19.0,0.0,19.0,6.0,3.0,15.0
25.0,Tamba Hali,Tamba Hali2008,2008,KC,DE,868.0,4.1,5.8,3.5,-8.0,2.8,41275.0,3.0,6.0,39.0,1.0,42.0,9.0,0.0,31.0
26.0,Kroy Biermann,Kroy Biermann2008,2008,ATL,DE,301.0,3.9,2.3,0.5,0.9,0.2,36526.0,2.0,2.0,15.0,0.0,10.0,1.0,2.0,10.0
