#,Name,NameYear,Year,Team,Position,Snaps,Overall,Rush,Cov.,Run,Pen.,# of Pen,QB Sk,QB Ht,QB Hu,BP,Tks,Ass,MT,St
146.0,Sione Fua,Sione Fua2012,2012,CAR,DT,256.0,-12.4,-3.8,0.5,-9.1,0.0,36526.0,0.0,1.0,4.0,0.0,7.0,3.0,1.0,5.0
147.0,Corey Peters,Corey Peters2012,2012,ATL,DT,443.0,-13.1,-2.1,-0.5,-12.2,1.7,0-0,0.0,0.0,12.0,1.0,14.0,3.0,1.0,10.0
148.0,Letroy Guion,Letroy Guion2012,2012,MIN,DT,509.0,-13.8,-2.1,0.0,-10.6,-1.1,41334.0,2.0,2.0,9.0,1.0,22.0,8.0,2.0,16.0
1.0,Sione Pouha,Sione Pouha2011,2011,NYJ,DT,627.0,28.6,1.9,0.0,24.3,2.4,0-0,1.0,0.0,11.0,3.0,41.0,8.0,3.0,37.0
2.0,Geno Atkins,Geno Atkins2011,2011,CIN,DT,752.0,28.5,23.2,0.5,3.8,1.0,36557.0,8.0,15.0,26.0,2.0,29.0,10.0,2.0,31.0
3.0,Brodrick Bunkley,Brodrick Bunkley2011,2011,DEN,DT,485.0,23.2,-3.3,0.5,26.1,-0.1,36557.0,0.0,1.0,5.0,0.0,37.0,9.0,3.0,32.0
4.0,Pernell McPhee,Pernell McPhee2011,2011,BLT,DT,348.0,22.7,21.3,1.5,-1.5,1.4,0-0,6.0,6.0,20.0,2.0,10.0,2.0,1.0,14.0
5.0,Derek Landri,Derek Landri2011,2011,PHI,DT,355.0,21.4,8.7,0.5,12.7,-0.5,36557.0,2.0,5.0,13.0,1.0,17.0,4.0,2.0,17.0
6.0,Alan Branch,Alan Branch2011,2011,SEA,DT,691.0,19.5,0.2,1.0,16.5,1.8,36526.0,3.0,1.0,14.0,1.0,27.0,9.0,1.0,25.0
7.0,Jay Ratliff,Jay Ratliff2011,2011,DAL,DT,750.0,18.6,9.9,1.0,6.3,1.4,36557.0,2.0,6.0,21.0,3.0,27.0,5.0,0.0,24.0
8.0,Kevin Williams,Kevin Williams2011,2011,MIN,DT,852.0,17.1,8.7,-0.5,9.8,-0.9,36617.0,5.0,7.0,25.0,2.0,26.0,7.0,3.0,25.0
9.0,Richard Seymour,Richard Seymour2011,2011,OAK,DT,870.0,15.4,18.9,0.0,5.1,-8.6,41579.0,6.0,9.0,25.0,3.0,20.0,5.0,2.0,20.0
10.0,John N. Henderson,John N. Henderson2011,2011,OAK,DT,355.0,15.2,1.8,0.0,11.9,1.5,0-0,1.0,2.0,6.0,5.0,29.0,7.0,0.0,22.0
11.0,Cullen Jenkins,Cullen Jenkins2011,2011,PHI,DT,652.0,15.1,16.4,0.5,-0.7,-1.1,36647.0,6.0,8.0,25.0,0.0,26.0,8.0,4.0,27.0
12.0,Marcell Dareus,Marcell Dareus2011,2011,BUF,DT,750.0,13.9,14.0,-0.5,0.6,-0.2,36586.0,6.0,7.0,24.0,1.0,32.0,10.0,2.0,31.0
13.0,Jonathan Babineaux,Jonathan Babineaux2011,2011,ATL,DT,553.0,13.3,10.6,0.5,1.0,1.2,36526.0,1.0,7.0,20.0,1.0,13.0,3.0,0.0,10.0
14.0,Haloti Ngata,Haloti Ngata2011,2011,BLT,DT,832.0,12.7,4.8,3.5,1.3,3.1,36526.0,5.0,7.0,14.0,5.0,35.0,12.0,0.0,27.0
15.0,Jurrell Casey,Jurrell Casey2011,2011,TEN,DT,661.0,12.6,-3.0,4.5,9.6,1.5,36526.0,3.0,4.0,5.0,0.0,40.0,10.0,2.0,35.0
16.0,Henry Melton,Henry Melton2011,2011,CHI,DT,639.0,12.0,12.1,-1.0,-0.8,1.7,41275.0,7.0,9.0,23.0,1.0,14.0,3.0,5.0,21.0
17.0,Gary Gibson,Gary Gibson2011,2011,SL,DT,399.0,11.9,5.3,1.0,4.0,1.6,0-0,3.0,1.0,10.0,0.0,14.0,5.0,3.0,15.0
18.0,Fred Robbins,Fred Robbins2011,2011,SL,DT,497.0,7.7,-1.7,1.0,8.9,-0.5,36557.0,1.0,1.0,8.0,2.0,21.0,10.0,3.0,18.0
18.0,Karl Klug,Karl Klug2011,2011,TEN,DT,520.0,7.7,7.5,1.0,-2.8,2.0,0-0,6.0,5.0,13.0,4.0,10.0,4.0,1.0,17.0
20.0,Mike Patterson,Mike Patterson2011,2011,PHI,DT,652.0,7.5,5.1,0.0,-0.2,2.6,0-0,3.0,0.0,24.0,0.0,27.0,5.0,0.0,21.0
20.0,Justin Bannan,Justin Bannan2011,2011,SL,DT,495.0,7.5,-1.4,1.0,10.1,-2.2,36617.0,0.0,1.0,5.0,3.0,25.0,4.0,1.0,22.0
22.0,Ahtyba Rubin,Ahtyba Rubin2011,2011,CLV,DT,945.0,7.2,4.0,2.0,-1.3,2.5,36526.0,6.0,5.0,17.0,0.0,59.0,11.0,4.0,45.0
23.0,Jonathan Fanene,Jonathan Fanene2011,2011,CIN,DT,77.0,6.3,5.3,0.0,0.7,0.3,0-0,3.0,2.0,5.0,1.0,2.0,0.0,0.0,5.0
23.0,Nick Fairley,Nick Fairley2011,2011,DET,DT,236.0,6.3,3.5,2.0,2.8,-2.0,36586.0,1.0,2.0,7.0,0.0,10.0,4.0,1.0,10.0
25.0,Steve McLendon,Steve McLendon2011,2011,PIT,DT,145.0,5.7,0.8,0.0,4.6,0.3,0-0,1.0,0.0,3.0,0.0,8.0,1.0,0.0,9.0
26.0,Albert Haynesworth,Albert Haynesworth2011,2011,NE,DT,134.0,5.6,4.9,0.0,0.2,0.5,0-0,0.0,2.0,8.0,0.0,2.0,1.0,2.0,2.0
27.0,Gerald McCoy,Gerald McCoy2011,2011,TB,DT,228.0,5.5,3.2,0.0,4.4,-2.1,36586.0,1.0,1.0,8.0,0.0,8.0,2.0,0.0,7.0
28.0,Vince Wilfork,Vince Wilfork2011,2011,NE,DT,977.0,5.4,-5.5,3.5,5.2,2.2,36586.0,4.0,4.0,15.0,2.0,38.0,4.0,3.0,35.0
29.0,Cam Thomas,Cam Thomas2011,2011,SD,DT,395.0,5.2,3.9,0.5,4.5,-3.7,36647.0,4.0,1.0,13.0,1.0,13.0,5.0,0.0,14.0
30.0,Chris Canty,Chris Canty2011,2011,NYG,DT,683.0,5.1,2.2,0.0,2.2,0.7,36557.0,4.0,5.0,13.0,1.0,31.0,10.0,1.0,27.0
31.0,Isaac Sopoaga,Isaac Sopoaga2011,2011,SF,DT,466.0,5.0,-0.2,0.5,3.0,1.7,0-0,0.0,3.0,9.0,0.0,20.0,9.0,3.0,17.0
32.0,Tony Hargrove,Tony Hargrove2011,2011,SEA,DT,310.0,4.8,5.3,0.0,1.6,-2.1,41366.0,3.0,3.0,14.0,0.0,8.0,5.0,0.0,9.0
33.0,C.J. Mosley,C.J. Mosley2011,2011,JAX,DT,323.0,4.7,-1.4,0.0,4.8,1.3,0-0,1.0,1.0,2.0,0.0,19.0,5.0,0.0,17.0
34.0,Amobi Okoye,Amobi Okoye2011,2011,CHI,DT,615.0,4.5,4.4,0.0,0.9,-0.8,41334.0,4.0,6.0,21.0,1.0,14.0,8.0,1.0,15.0
34.0,Brian Schaefering,Brian Schaefering2011,2011,CLV,DT,148.0,4.5,2.2,0.0,1.8,0.5,0-0,0.0,1.0,4.0,0.0,14.0,1.0,0.0,9.0
36.0,Sammie Lee Hill,Sammie Lee Hill2011,2011,DET,DT,437.0,4.3,2.8,0.5,0.2,0.8,41306.0,2.0,2.0,14.0,0.0,16.0,4.0,0.0,16.0
37.0,Myron Pryor,Myron Pryor2011,2011,NE,DT,36.0,4.2,3.7,0.0,0.4,0.1,0-0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0
37.0,Albert Haynesworth,Albert Haynesworth2011,2011,TB,DT,264.0,4.2,2.7,0.0,3.9,-2.4,41365.0,0.0,1.0,5.0,3.0,18.0,1.0,3.0,13.0
39.0,Josh Brent,Josh Brent2011,2011,DAL,DT,141.0,3.7,1.9,0.0,3.2,-1.4,36557.0,0.0,0.0,5.0,0.0,3.0,2.0,0.0,3.0
40.0,Tommy Kelly,Tommy Kelly2011,2011,OAK,DT,865.0,3.4,10.9,1.0,-2.3,-6.2,41548.0,8.0,10.0,16.0,5.0,21.0,10.0,2.0,20.0
40.0,Antonio Garay,Antonio Garay2011,2011,SD,DT,538.0,3.4,8.7,0.0,-0.6,-4.7,36708.0,3.0,6.0,20.0,0.0,32.0,10.0,4.0,23.0
42.0,Casey Hampton,Casey Hampton2011,2011,PIT,DT,447.0,3.3,-4.0,0.0,5.5,1.8,0-0,0.0,0.0,6.0,0.0,20.0,9.0,0.0,15.0
43.0,Ndamukong Suh,Ndamukong Suh2011,2011,DET,DT,772.0,3.2,10.6,1.5,-3.8,-5.1,36739.0,4.0,4.0,27.0,2.0,26.0,5.0,2.0,23.0
44.0,Ryan Pickett,Ryan Pickett2011,2011,GB,DT,37.0,2.4,0.6,0.0,1.7,0.1,0-0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,3.0
45.0,Gerard Warren,Gerard Warren2011,2011,NE,DT,252.0,2.3,0.5,1.5,-0.6,0.9,0-0,1.0,2.0,8.0,0.0,8.0,0.0,0.0,7.0
45.0,Kyle Love,Kyle Love2011,2011,NE,DT,566.0,2.3,-5.8,0.0,6.9,1.2,36526.0,2.0,1.0,9.0,0.0,21.0,5.0,2.0,20.0
47.0,Marcus Thomas,Marcus Thomas2011,2011,DEN,DT,546.0,2.1,-8.5,1.0,7.4,2.2,0-0,0.0,1.0,3.0,1.0,32.0,7.0,2.0,25.0
48.0,Terrance Knighton,Terrance Knighton2011,2011,JAX,DT,535.0,2.0,-2.1,1.5,1.5,1.1,36526.0,0.0,2.0,9.0,0.0,17.0,11.0,4.0,16.0
48.0,Rocky Bernard,Rocky Bernard2011,2011,NYG,DT,387.0,2.0,1.6,0.5,-1.7,1.6,36526.0,0.0,1.0,8.0,3.0,17.0,10.0,2.0,10.0
48.0,Shaun Rogers,Shaun Rogers2011,2011,NO,DT,327.0,2.0,-2.4,-0.5,4.3,0.6,36526.0,0.0,4.0,3.0,1.0,13.0,4.0,1.0,12.0
51.0,Dorell Scott,Dorell Scott2011,2011,SL,DT,247.0,1.9,-3.2,0.5,3.6,1.0,0-0,0.0,1.0,2.0,0.0,15.0,6.0,2.0,12.0
51.0,Jamaal Anderson,Jamaal Anderson2011,2011,IND,DT,34.0,1.9,1.0,0.0,1.8,-0.9,36526.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0
53.0,David Carter,David Carter2011,2011,ARZ,DT,249.0,1.7,2.4,-0.5,0.6,-0.8,36557.0,1.0,1.0,3.0,2.0,15.0,2.0,3.0,10.0
53.0,Da'Quan Bowers,Da'Quan Bowers2011,2011,TB,DT,20.0,1.7,0.2,0.0,1.4,0.1,0-0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55.0,John McCargo,John McCargo2011,2011,TB,DT,112.0,1.6,-0.8,0.5,1.4,0.5,0-0,0.0,1.0,1.0,0.0,4.0,1.0,2.0,3.0
55.0,Chris Hoke,Chris Hoke2011,2011,PIT,DT,47.0,1.6,-0.2,0.0,1.7,0.1,0-0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,3.0
57.0,Drake Nevis,Drake Nevis2011,2011,IND,DT,163.0,1.5,0.3,0.0,0.6,0.6,0-0,0.0,1.0,5.0,1.0,12.0,3.0,2.0,6.0
58.0,Spencer Johnson,Spencer Johnson2011,2011,BUF,DT,72.0,1.4,1.1,0.0,0.0,0.3,0-0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,4.0
59.0,Amon Gordon,Amon Gordon2011,2011,KC,DT,209.0,1.3,-1.2,0.0,3.1,-0.6,36557.0,1.0,0.0,1.0,0.0,15.0,1.0,0.0,13.0
59.0,Jovan Haye,Jovan Haye2011,2011,DET,DT,6.0,1.3,-0.2,0.5,1.0,0.0,0-0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
59.0,Clinton McDonald,Clinton McDonald2011,2011,SEA,DT,437.0,1.3,-0.4,0.5,0.5,0.7,36526.0,0.0,4.0,10.0,0.0,23.0,4.0,1.0,14.0
62.0,Corvey Irvin,Corvey Irvin2011,2011,JAX,DT,14.0,1.2,0.8,0.0,0.4,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
62.0,Dan Williams,Dan Williams2011,2011,ARZ,DT,244.0,1.2,-0.7,0.0,1.0,0.9,0-0,0.0,1.0,2.0,2.0,13.0,4.0,1.0,11.0
64.0,Paul Soliai,Paul Soliai2011,2011,MIA,DT,451.0,1.1,-1.9,0.5,2.8,-0.3,36557.0,0.0,3.0,5.0,2.0,19.0,5.0,1.0,15.0
65.0,Corey Peters,Corey Peters2011,2011,ATL,DT,613.0,1.0,0.4,2.5,-2.5,0.6,36526.0,3.0,2.0,13.0,1.0,21.0,2.0,4.0,21.0
66.0,Everson Griffen,Everson Griffen2011,2011,MIN,DT,18.0,0.8,0.3,0.0,0.4,0.1,0-0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0
67.0,Leger Douzable,Leger Douzable2011,2011,JAX,DT,140.0,0.7,-1.0,0.0,1.1,0.6,0-0,0.0,1.0,0.0,1.0,8.0,1.0,1.0,6.0
67.0,Nick Hayden,Nick Hayden2011,2011,CIN,DT,33.0,0.7,-0.7,0.0,1.2,0.2,0-0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0
69.0,Kelly Gregg,Kelly Gregg2011,2011,KC,DT,543.0,0.6,-6.1,0.0,4.6,2.1,0-0,1.0,0.0,2.0,1.0,25.0,10.0,4.0,21.0
69.0,Fred Evans,Fred Evans2011,2011,MIN,DT,303.0,0.6,-4.0,0.0,6.8,-2.2,36586.0,0.0,2.0,4.0,0.0,18.0,3.0,0.0,15.0
71.0,Alex Silvestro,Alex Silvestro2011,2011,NE,DT,12.0,0.5,0.6,0.0,-0.1,0.0,0-0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
72.0,Sedrick Ellis,Sedrick Ellis2011,2011,NO,DT,723.0,0.4,0.5,1.5,-4.5,2.9,0-0,2.0,2.0,17.0,2.0,18.0,7.0,2.0,14.0
72.0,Jason Shirley,Jason Shirley2011,2011,CAR,DT,97.0,0.4,2.2,1.0,-3.2,0.4,0-0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
72.0,DeMario Pressley,DeMario Pressley2011,2011,CAR,DT,40.0,0.4,1.1,0.0,-0.9,0.2,0-0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0
75.0,Sean Lissemore,Sean Lissemore2011,2011,DAL,DT,40.0,0.3,0.4,-1.0,0.7,0.2,0-0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0
76.0,Brandon Deaderick,Brandon Deaderick2011,2011,NE,DT,72.0,0.2,-0.1,0.0,0.0,0.3,0-0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0
76.0,Stephen Paea,Stephen Paea2011,2011,CHI,DT,313.0,0.2,-1.6,0.0,0.6,1.2,0-0,2.0,2.0,5.0,0.0,12.0,3.0,1.0,10.0
78.0,Ricky Jean-Francois,Ricky Jean-Francois2011,2011,SF,DT,101.0,0.1,0.0,-0.5,1.5,-0.9,36526.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,4.0
79.0,Shaun Ellis,Shaun Ellis2011,2011,NE,DT,3.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.0,Arthur Jones,Arthur Jones2011,2011,BLT,DT,207.0,0.0,-2.2,0.0,1.3,0.9,0-0,0.0,1.0,2.0,0.0,12.0,1.0,0.0,11.0
79.0,Anthony Collins (Def.),Anthony Collins (Def.)2011,2011,CIN,DT,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.0,Frank Kearse,Frank Kearse2011,2011,CAR,DT,172.0,0.0,-1.4,0.0,0.6,0.8,0-0,0.0,1.0,2.0,1.0,8.0,5.0,1.0,3.0
79.0,Howard Green,Howard Green2011,2011,GB,DT,3.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.0,Al Woods,Al Woods2011,2011,SEA,DT,22.0,-0.1,-0.5,0.5,-0.2,0.1,0-0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
84.0,Jimmy Kennedy,Jimmy Kennedy2011,2011,NYG,DT,55.0,-0.1,-0.6,0.0,0.3,0.2,0-0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0
84.0,George Johnson,George Johnson2011,2011,TB,DT,23.0,-0.1,-0.5,0.5,-0.2,0.1,0-0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
87.0,Kiante Tripp,Kiante Tripp2011,2011,CLV,DT,11.0,-0.2,-0.1,0.0,-0.1,0.0,0-0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
88.0,George Selvie,George Selvie2011,2011,CAR,DT,8.0,-0.3,-0.2,0.0,-0.1,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88.0,Igor Olshansky,Igor Olshansky2011,2011,MIA,DT,12.0,-0.3,-0.1,0.0,-0.2,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88.0,Lionel Dotson,Lionel Dotson2011,2011,BUF,DT,22.0,-0.3,0.0,0.0,-0.3,0.0,0-0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
88.0,Linval Joseph,Linval Joseph2011,2011,NYG,DT,611.0,-0.3,4.9,1.5,-6.0,-0.7,41334.0,2.0,4.0,14.0,3.0,32.0,3.0,2.0,28.0
92.0,Mike Wright,Mike Wright2011,2011,NE,DT,15.0,-0.5,0.5,0.0,-1.1,0.1,0-0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93.0,Landon Cohen,Landon Cohen2011,2011,NE,DT,18.0,-0.6,-0.6,0.0,-0.1,0.1,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
94.0,Martin Tevaseu,Martin Tevaseu2011,2011,NYJ,DT,27.0,-0.7,-0.5,0.0,-0.3,0.1,0-0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
94.0,Kellen Heard,Kellen Heard2011,2011,BUF,DT,259.0,-0.7,1.4,2.0,-0.7,-3.4,41395.0,2.0,1.0,6.0,0.0,11.0,4.0,0.0,11.0
94.0,Zach Clayton,Zach Clayton2011,2011,TEN,DT,28.0,-0.7,-0.4,0.0,-0.3,0.0,0-0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
97.0,Mitch King,Mitch King2011,2011,NO,DT,54.0,-0.8,-1.8,0.0,0.7,0.3,0-0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0
98.0,Ron Brace,Ron Brace2011,2011,NE,DT,58.0,-0.9,-0.1,0.0,-1.0,0.2,0-0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
98.0,Christian Ballard,Christian Ballard2011,2011,MIN,DT,145.0,-0.9,-0.9,0.0,0.5,-0.5,36526.0,0.0,1.0,3.0,0.0,5.0,1.0,1.0,5.0
98.0,Antonio Dixon,Antonio Dixon2011,2011,PHI,DT,86.0,-0.9,0.0,0.0,-1.3,0.4,0-0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0
98.0,Desmond Bryant,Desmond Bryant2011,2011,OAK,DT,82.0,-0.9,0.2,0.0,0.5,-1.6,36557.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,3.0
102.0,Vance Walker,Vance Walker2011,2011,ATL,DT,372.0,-1.0,-3.0,0.5,-0.1,1.6,0-0,3.0,2.0,8.0,0.0,11.0,4.0,1.0,12.0
102.0,Brandon McKinney,Brandon McKinney2011,2011,BLT,DT,187.0,-1.0,-3.0,0.0,1.3,0.7,0-0,0.0,0.0,1.0,0.0,9.0,5.0,1.0,6.0
104.0,Wallace Gilberry,Wallace Gilberry2011,2011,KC,DT,19.0,-1.1,-0.6,0.0,-0.6,0.1,0-0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
105.0,Brandon Mebane,Brandon Mebane2011,2011,SEA,DT,753.0,-1.2,-5.7,0.5,3.0,1.0,41306.0,1.0,5.0,8.0,2.0,39.0,12.0,0.0,31.0
105.0,Scott Paxson,Scott Paxson2011,2011,CLV,DT,248.0,-1.2,-2.3,0.5,-0.4,1.0,0-0,1.0,0.0,2.0,1.0,14.0,3.0,0.0,12.0
107.0,Jason D. Jones,Jason D. Jones2011,2011,TEN,DT,44.0,-1.3,-0.2,0.0,-1.3,0.2,0-0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
108.0,Jovan Haye,Jovan Haye2011,2011,TB,DT,19.0,-1.4,-0.3,0.0,-0.2,-0.9,36526.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
109.0,Aubrayo Franklin,Aubrayo Franklin2011,2011,NO,DT,296.0,-1.5,-3.6,0.0,1.8,0.3,36526.0,0.0,0.0,3.0,0.0,14.0,2.0,1.0,13.0
109.0,Trevor Laws,Trevor Laws2011,2011,PHI,DT,351.0,-1.5,0.7,-0.5,-1.1,-0.6,41306.0,1.0,0.0,7.0,1.0,14.0,3.0,2.0,12.0
111.0,Ogemdi Nwagbuo,Ogemdi Nwagbuo2011,2011,CAR,DT,90.0,-1.9,-2.5,0.0,0.3,0.3,0-0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
111.0,Cory Redding,Cory Redding2011,2011,BLT,DT,26.0,-1.9,-0.8,0.0,-0.7,-0.4,36526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113.0,Ricardo Mathews,Ricardo Mathews2011,2011,IND,DT,340.0,-2.0,-3.2,2.0,-1.4,0.6,36526.0,1.0,1.0,3.0,1.0,15.0,3.0,1.0,13.0
114.0,Pep Levingston,Pep Levingston2011,2011,SEA,DT,43.0,-2.2,-1.0,0.0,-1.3,0.1,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
114.0,Kyle D. Williams,Kyle D. Williams2011,2011,BUF,DT,225.0,-2.2,0.3,-1.5,1.2,-2.2,41334.0,0.0,3.0,4.0,1.0,6.0,3.0,1.0,4.0
114.0,Letroy Guion,Letroy Guion2011,2011,MIN,DT,507.0,-2.2,-3.3,2.0,1.1,-2.0,36617.0,0.0,1.0,13.0,0.0,13.0,6.0,2.0,11.0
117.0,Remi Ayodele,Remi Ayodele2011,2011,MIN,DT,258.0,-2.4,-1.4,0.0,-2.0,1.0,0-0,2.0,1.0,1.0,0.0,8.0,2.0,2.0,6.0
118.0,Carlton Powell,Carlton Powell2011,2011,ATL,DT,39.0,-2.5,-0.9,0.0,-1.8,0.2,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119.0,Nate Collins,Nate Collins2011,2011,JAX,DT,164.0,-2.6,-1.7,1.5,-1.1,-1.3,36557.0,1.0,1.0,2.0,1.0,5.0,3.0,0.0,3.0
120.0,Shaun Cody,Shaun Cody2011,2011,HST,DT,396.0,-2.8,-0.6,-0.5,-2.2,0.5,36526.0,1.0,3.0,5.0,2.0,19.0,6.0,3.0,17.0
121.0,Tyler Brayton,Tyler Brayton2011,2011,IND,DT,270.0,-3.0,-4.5,0.5,1.0,0.0,36526.0,0.0,1.0,2.0,0.0,10.0,3.0,1.0,8.0
122.0,Earl Mitchell,Earl Mitchell2011,2011,HST,DT,289.0,-3.4,-3.3,-0.5,0.0,0.4,36526.0,1.0,0.0,5.0,1.0,18.0,7.0,1.0,17.0
122.0,Anthony Adams,Anthony Adams2011,2011,CHI,DT,295.0,-3.4,-4.8,0.0,2.2,-0.8,36557.0,0.0,0.0,5.0,0.0,15.0,1.0,0.0,14.0
124.0,Torell Troup,Torell Troup2011,2011,BUF,DT,94.0,-3.6,0.1,0.5,-3.6,-0.6,36526.0,0.0,0.0,2.0,0.0,7.0,1.0,0.0,4.0
125.0,Andre Fluellen,Andre Fluellen2011,2011,DET,DT,161.0,-3.9,-1.8,-0.5,-1.2,-0.4,41275.0,0.0,0.0,4.0,0.0,6.0,0.0,1.0,3.0
126.0,Domata Peko,Domata Peko2011,2011,CIN,DT,660.0,-4.1,-5.3,0.5,-0.8,1.5,41306.0,3.0,3.0,4.0,0.0,41.0,13.0,4.0,28.0
127.0,Terrence Cody,Terrence Cody2011,2011,BLT,DT,478.0,-4.6,-5.9,0.5,-1.1,1.9,0-0,0.0,0.0,4.0,1.0,20.0,8.0,0.0,18.0
128.0,Corey Williams,Corey Williams2011,2011,DET,DT,719.0,-4.7,-0.5,0.0,0.5,-4.7,41488.0,3.0,3.0,19.0,0.0,22.0,5.0,5.0,16.0
128.0,Pat Sims,Pat Sims2011,2011,CIN,DT,296.0,-4.7,-3.6,0.0,-1.4,0.3,36526.0,0.0,0.0,3.0,0.0,13.0,3.0,3.0,12.0
130.0,Tom Johnson,Tom Johnson2011,2011,NO,DT,323.0,-4.9,-5.8,1.5,0.1,-0.7,36557.0,1.0,2.0,5.0,0.0,10.0,2.0,0.0,9.0
130.0,Marcus Dixon,Marcus Dixon2011,2011,NYJ,DT,117.0,-4.9,-2.5,0.5,-3.4,0.5,0-0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0
132.0,Nick Eason,Nick Eason2011,2011,ARZ,DT,124.0,-5.0,-1.0,0.0,-4.5,0.5,0-0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0
133.0,Mitch Unrein,Mitch Unrein2011,2011,DEN,DT,98.0,-5.1,-1.9,-0.5,-2.8,0.1,0-0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0
133.0,Chris Neild,Chris Neild2011,2011,WAS,DT,163.0,-5.1,0.3,0.0,-5.8,0.4,0-0,3.0,0.0,1.0,0.0,2.0,3.0,1.0,5.0
135.0,Eric Foster,Eric Foster2011,2011,IND,DT,179.0,-5.5,-2.9,0.0,-2.3,-0.3,36526.0,0.0,0.0,4.0,0.0,7.0,2.0,0.0,5.0
136.0,Shaun Smith,Shaun Smith2011,2011,TEN,DT,287.0,-5.7,-2.7,0.0,0.9,-3.9,41395.0,1.0,0.0,2.0,0.0,24.0,1.0,0.0,16.0
136.0,Barry Cofield,Barry Cofield2011,2011,WAS,DT,789.0,-5.7,-1.4,1.0,-8.4,3.1,0-0,3.0,5.0,7.0,7.0,12.0,7.0,2.0,11.0
138.0,Frank Okam,Frank Okam2011,2011,TB,DT,304.0,-5.9,-3.6,1.0,-4.6,1.3,0-0,0.0,0.0,4.0,0.0,13.0,1.0,3.0,7.0
138.0,Ronald Fields,Ronald Fields2011,2011,CAR,DT,145.0,-5.9,-1.4,0.0,-4.1,-0.4,36526.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,5.0
140.0,Matt Toeaina,Matt Toeaina2011,2011,CHI,DT,401.0,-6.0,-4.9,0.5,-3.1,1.5,0-0,0.0,2.0,6.0,0.0,13.0,5.0,0.0,11.0
141.0,Kevin Vickerson,Kevin Vickerson2011,2011,DEN,DT,206.0,-6.4,-3.0,0.0,-2.2,-1.2,41306.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,2.0
142.0,Sione Fua,Sione Fua2011,2011,CAR,DT,408.0,-7.4,-3.5,0.0,-3.5,-0.4,41306.0,0.0,1.0,5.0,0.0,11.0,0.0,0.0,10.0
143.0,Andre Neblett,Andre Neblett2011,2011,CAR,DT,374.0,-7.6,-3.4,-0.5,-3.8,0.1,36557.0,3.0,1.0,6.0,0.0,14.0,2.0,3.0,11.0
