#,Name,NameYear,Year,Team,Position,Snaps,Overall,Pass,Run,Blocking,Penalty,# of Pen,Att.,Yds,Avg.,YCo,YCo / Att.,LG,TD,MT,Fu
13,Heath Evans,Heath Evans2009,2009,NO,FB,255,3.5,0.6,0.4,2.5,0,Jan-00,5,16,3.2,9,1.8,6,1,0,0
14,John Phillips,John Phillips2009,2009,DAL,FB,109,3.3,-0.2,0,4.3,-0.8,Jan-00,0,0,0,0,0,0,0,0,0
15,Tyrell Sutton,Tyrell Sutton2009,2009,CAR,FB,37,3.1,0.4,0.5,2.1,0.1,0-0,3,15,5,11,3.7,9,0,0,0
16,Madison Hedgecock,Madison Hedgecock2009,2009,NYG,FB,375,2.7,-2.8,0,6.2,-0.7,Feb-00,0,0,0,0,0,0,0,0,0
17,Verron Haynes,Verron Haynes2009,2009,ATL,FB,43,2.4,0.4,0,1.8,0.2,0-0,0,0,0,0,0,0,0,0,0
18,Gary Russell,Gary Russell2009,2009,OAK,FB,129,2.3,0,-0.2,2,0.5,0-0,1,2,2,2,2,2,0,0,0
19,Mike Karney,Mike Karney2009,2009,SL,FB,298,2.1,-2.2,0.1,4,0.2,Jan-00,2,8,4,3,1.5,8,0,0,0
19,Russ Hochstein,Russ Hochstein2009,2009,DEN,FB,10,2.1,0,0,2.1,0,0-0,0,0,0,0,0,0,0,0,0
21,Dan Kreider,Dan Kreider2009,2009,ARZ,FB,236,2,-2.2,0,5.3,-1.1,Feb-00,0,0,0,0,0,0,0,0,0
22,Ahmard Hall,Ahmard Hall2009,2009,TEN,FB,348,1.8,-1,-1.2,5.6,-1.6,Mar-00,1,5,5,0,0,5,0,0,1
23,Sammy Morris,Sammy Morris2009,2009,NE,FB,108,1.3,0.5,0.2,0.2,0.4,0-0,21,85,4,44,2.1,17,1,2,1
24,Spencer Havner,Spencer Havner2009,2009,GB,FB,5,1,0,0,1,0,0-0,0,0,0,0,0,0,0,0,0
25,Marcel Reece,Marcel Reece2009,2009,OAK,FB,7,0.9,0.9,0,0,0,0-0,0,0,0,0,0,0,0,0,0
25,John Kuhn,John Kuhn2009,2009,GB,FB,235,0.9,0.6,-0.6,0.9,0,Jan-00,8,18,2.3,14,1.8,5,1,0,0
25,Jason Snelling,Jason Snelling2009,2009,ATL,FB,75,0.9,-0.8,0.9,1.6,-0.8,1-Jan,8,42,5.3,36,4.5,20,0,2,0
28,Corey McIntyre,Corey McIntyre2009,2009,BUF,FB,150,0.8,0.4,-0.6,1.4,-0.4,Jan-00,5,34,6.8,28,5.6,25,0,1,0
28,Jeff Dugan,Jeff Dugan2009,2009,MIN,FB,52,0.8,0.8,-0.2,0.1,0.1,0-0,1,0,0,0,0,0,0,0,0
30,Todd Yoder,Todd Yoder2009,2009,WAS,FB,36,0.7,-0.1,0,0.7,0.1,0-0,0,0,0,0,0,0,0,0,0
31,Montell Owens,Montell Owens2009,2009,JAX,FB,6,0.6,0,0,0.6,0,0-0,0,0,0,0,0,0,0,0,0
31,Frank Summers,Frank Summers2009,2009,PIT,FB,13,0.6,0,0,0.6,0,0-0,0,0,0,0,0,0,0,0,0
33,Mackenzy Bernadeau,Mackenzy Bernadeau2009,2009,CAR,FB,3,0.5,0,0,0.5,0,0-0,0,0,0,0,0,0,0,0,0
33,Doug Legursky,Doug Legursky2009,2009,PIT,FB,2,0.5,0,0,0.5,0,0-0,0,0,0,0,0,0,0,0,0
35,Chris Pressley,Chris Pressley2009,2009,TB,FB,103,0.2,-0.2,-0.2,0.3,0.3,0-0,1,0,0,0,0,0,0,0,0
35,Carey Davis,Carey Davis2009,2009,PIT,FB,20,0.2,0,0,0.1,0.1,0-0,0,0,0,0,0,0,0,0,0
37,Kris Wilson,Kris Wilson2009,2009,SD,FB,4,0.1,0,0,0.1,0,0-0,0,0,0,0,0,0,0,0,0
38,Eldra Buckley,Eldra Buckley2009,2009,PHI,FB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
38,Jalen Parmele,Jalen Parmele2009,2009,BLT,FB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
38,Quinn Johnson,Quinn Johnson2009,2009,GB,FB,137,0,-1.3,0,0.8,0.5,0-0,0,0,0,0,0,0,0,0,0
38,Albert Young,Albert Young2009,2009,MIN,FB,6,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
38,James Casey,James Casey2009,2009,HST,FB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
38,Lex Hilliard,Lex Hilliard2009,2009,MIA,FB,3,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
38,Mike Goodson,Mike Goodson2009,2009,CAR,FB,2,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
38,Cody Glenn,Cody Glenn2009,2009,IND,FB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
38,Marcus Mailei,Marcus Mailei2009,2009,NO,FB,3,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
38,Kareem Huggins,Kareem Huggins2009,2009,TB,FB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
38,B.J. Askew,B.J. Askew2009,2009,TB,FB,92,0,-0.3,-0.2,1.1,-0.6,Jan-00,1,0,0,0,0,0,0,0,0
49,Oren O'Neal,Oren O'Neal2009,2009,OAK,FB,58,-0.1,0,-0.2,-0.1,0.2,0-0,1,0,0,2,2,0,0,1,0
49,Spencer Larsen,Spencer Larsen2009,2009,DEN,FB,101,-0.1,0,0,-0.4,0.3,0-0,0,0,0,0,0,0,0,0,0
49,Brandon Manumaleuna,Brandon Manumaleuna2009,2009,SD,FB,68,-0.1,-0.2,0,1.8,-1.7,Feb-00,0,0,0,0,0,0,0,0,0
52,David Johnson,David Johnson2009,2009,PIT,FB,119,-0.2,-1,0,1.5,-0.7,Jan-00,0,0,0,0,0,0,0,0,0
52,Naufahu Tahi,Naufahu Tahi2009,2009,MIN,FB,311,-0.2,0.9,-0.1,-1.6,0.6,Jan-00,3,5,1.7,4,1.3,2,0,0,0
54,Tony Fiammetta,Tony Fiammetta2009,2009,CAR,FB,109,-0.3,-2.3,0,1.6,0.4,0-0,0,0,0,0,0,0,0,0,0
54,Terrelle Smith,Terrelle Smith2009,2009,DET,FB,79,-0.3,-1.3,0,0.7,0.3,0-0,0,0,0,0,0,0,0,0,0
56,Greg Jones II,Greg Jones II2009,2009,JAX,FB,353,-0.8,-1.7,0.3,0.4,0.2,Jan-00,4,23,5.8,10,2.5,11,0,0,0
57,Korey Hall,Korey Hall2009,2009,GB,FB,107,-1.1,0.2,0,-1.7,0.4,0-0,0,0,0,0,0,0,0,0,0
58,Moran Norris,Moran Norris2009,2009,SF,FB,327,-1.8,-0.7,-0.8,-1.3,1,0-0,14,41,2.9,20,1.4,15,1,0,0
58,Lawrence Vickers,Lawrence Vickers2009,2009,CLV,FB,396,-1.8,-3.4,0,2,-0.4,Feb-00,0,0,0,0,0,0,0,0,0
60,Jake Nordin,Jake Nordin2009,2009,DET,FB,27,-1.9,0.4,0,-1.4,-0.9,1-Jan,0,0,0,0,0,0,0,0,0
61,Michael Robinson,Michael Robinson2009,2009,SF,FB,14,-2.2,-0.1,-0.2,-1.9,0,0-0,1,-1,-1,2,2,0,0,0,0
61,Mike Cox,Mike Cox2009,2009,KC,FB,349,-2.2,-0.2,0.4,-3.8,1.4,0-0,3,5,1.7,3,1,2,1,0,0
63,Brock Bolen,Brock Bolen2009,2009,JAX,FB,56,-2.3,-0.2,0,-2.3,0.2,0-0,0,0,0,0,0,0,0,0,0
64,Peyton Hillis,Peyton Hillis2009,2009,DEN,FB,74,-2.6,-0.7,-1.2,0.3,-1,Jan-00,6,7,1.2,5,0.8,2,1,0,0
65,Michael Sellers,Michael Sellers2009,2009,WAS,FB,437,-2.9,1.9,0,-2.3,-2.5,2-Apr,0,0,0,0,0,0,0,0,0
66,Daniel Coats,Daniel Coats2009,2009,CIN,FB,68,-3,-0.3,0,-2.9,0.2,0-0,0,0,0,0,0,0,0,0,0
67,Tony Richardson,Tony Richardson2009,2009,NYJ,FB,553,-3.6,-1.7,0.1,-2,0,Feb-00,7,48,6.9,21,3,19,0,2,0
68,Jacob Hester,Jacob Hester2009,2009,SD,FB,271,-3.9,-0.5,-2.8,-0.2,-0.4,Feb-00,21,74,3.5,46,2.2,15,0,0,1
69,Kyle Eckel,Kyle Eckel2009,2009,NO,FB,108,-4,0.1,0.1,-4.5,0.3,0-0,2,6,3,4,2,7,0,0,0
70,Tim Castille,Tim Castille2009,2009,KC,FB,59,-4.1,-0.8,-2,-1.6,0.3,0-0,11,29,2.6,21,1.9,13,0,0,1
71,Vonta Leach,Vonta Leach2009,2009,HST,FB,455,-4.5,-1.3,0,-2.8,-0.4,Feb-00,0,0,0,0,0,0,0,0,0
72,Luke Lawton,Luke Lawton2009,2009,OAK,FB,154,-5.6,-2.4,0.5,-3.3,-0.4,Jan-00,0,0,0,0,0,0,0,0,0
73,Owen Schmitt,Owen Schmitt2009,2009,SEA,FB,160,-6.4,-1.2,0,-4.6,-0.6,Jan-00,0,0,0,0,0,0,0,0,0
74,Jason McKie,Jason McKie2009,2009,CHI,FB,365,-7,-2.3,0,-5,0.3,Jan-00,0,0,0,0,0,0,0,0,0
1,Greg Jones II,Greg Jones II2008,2008,JAX,FB,319,16.8,1.1,0.1,15.4,0.2,Jan-00,2,13,6.5,3,1.5,13,0,0,0
2,Vonta Leach,Vonta Leach2008,2008,HST,FB,523,14.4,-3.3,0.3,16.6,0.8,Jan-00,1,1,1,1,1,1,1,0,0
3,John Kuhn,John Kuhn2008,2008,GB,FB,269,13,0.4,-0.1,11.9,0.8,0-0,8,10,1.3,7,0.9,3,1,0,0
4,Tony Richardson,Tony Richardson2008,2008,NYJ,FB,437,12.2,-4.3,1.1,13.9,1.5,0-0,10,65,6.5,39,3.9,16,0,0,0
5,Moran Norris,Moran Norris2008,2008,DET,FB,268,10.4,-1,-0.2,13.8,-2.2,Feb-00,1,1,1,1,1,1,0,0,0
6,Brad Hoover,Brad Hoover2008,2008,CAR,FB,506,8.6,-3.1,0.7,10.4,0.6,Jan-00,9,18,2,15,1.7,5,0,0,0
7,Ovie Mughelli,Ovie Mughelli2008,2008,ATL,FB,417,7.3,-0.2,0.1,7.8,-0.4,Feb-00,5,16,3.2,12,2.4,9,0,1,0
8,Peyton Hillis,Peyton Hillis2008,2008,DEN,FB,201,6.8,1.7,2.9,2.6,-0.4,Jan-00,25,143,5.7,89,3.6,19,1,3,0
9,Michael Sellers,Michael Sellers2008,2008,WAS,FB,455,6.5,-0.1,-0.3,7.3,-0.4,Feb-00,6,24,4,20,3.3,10,0,2,1
10,Lawrence Vickers,Lawrence Vickers2008,2008,CLV,FB,311,6.3,0.5,0.5,5.1,0.2,Jan-00,10,31,3.1,15,1.5,10,0,0,0
11,Jacob Hester,Jacob Hester2008,2008,SD,FB,182,5.9,0.8,-2.1,7.6,-0.4,Jan-00,17,58,3.4,39,2.3,17,1,0,1
12,Luke Lawton,Luke Lawton2008,2008,OAK,FB,254,5.7,0.6,0,6.2,-1.1,1-Feb,0,0,0,0,0,0,0,0,0
13,Earnest Graham,Earnest Graham2008,2008,TB,FB,43,5.4,0.4,0.6,4.2,0.2,0-0,5,11,2.2,9,1.8,5,1,1,0
14,Sean McHugh,Sean McHugh2008,2008,PIT,FB,101,4.8,-0.1,0,4.6,0.3,0-0,0,0,0,0,0,0,0,0,0
15,Lorenzo Neal,Lorenzo Neal2008,2008,BLT,FB,384,4,-0.2,-0.9,5.7,-0.6,Feb-00,12,25,2.1,17,1.4,5,0,0,0
16,Charles Ali,Charles Ali2008,2008,CLV,FB,128,3,-0.4,0,3.1,0.3,0-0,0,0,0,0,0,0,0,0,0
17,Tony Curtis,Tony Curtis2008,2008,DAL,FB,61,2.8,-0.2,0,2.7,0.3,0-0,0,0,0,0,0,0,0,0,0
18,Naufahu Tahi,Naufahu Tahi2008,2008,MIN,FB,346,2.5,-4.4,0,5.5,1.4,0-0,0,0,0,0,0,0,0,0,0
19,Russ Hochstein,Russ Hochstein2008,2008,NE,FB,83,2.4,0,0,3.1,-0.7,Jan-00,0,0,0,0,0,0,0,0,0
20,Carey Davis,Carey Davis2008,2008,PIT,FB,131,1.8,-1.8,-1.5,4.7,0.4,0-0,11,24,2.2,20,1.8,8,0,0,0
21,Jason McKie,Jason McKie2008,2008,CHI,FB,286,1.7,0.3,-0.1,3.7,-2.2,Mar-00,11,26,2.4,20,1.8,6,2,1,0
21,Korey Hall,Korey Hall2008,2008,GB,FB,212,1.7,1,0,1.9,-1.2,Feb-00,0,0,0,0,0,0,0,0,0
23,Casey Cramer,Casey Cramer2008,2008,MIA,FB,79,1.5,0.4,0,0.7,0.4,0-0,0,0,0,0,0,0,0,0,0
24,Sean Ryan,Sean Ryan2008,2008,SF,FB,70,1.3,0.3,0,0.8,0.2,0-0,0,0,0,0,0,0,0,0,0
25,Byron Storer,Byron Storer2008,2008,TB,FB,56,0.9,-0.2,0,0.9,0.2,0-0,0,0,0,0,0,0,0,0,0
26,Heath Evans,Heath Evans2008,2008,NE,FB,211,0.8,0.8,-1.5,0.8,0.7,0-0,10,20,2,14,1.4,4,0,0,0
27,Deon Anderson,Deon Anderson2008,2008,DAL,FB,257,0.7,-1.1,-0.4,1.4,0.8,0-0,2,3,1.5,1,0.5,3,0,0,0
28,Daniel Fells,Daniel Fells2008,2008,SL,FB,7,0.5,0,0,0.5,0,0-0,0,0,0,0,0,0,0,0,0
29,Najeh Davenport,Najeh Davenport2008,2008,PIT,FB,5,0.3,0,0.3,0,0,0-0,1,3,3,3,3,3,0,0,0
30,Justin Griffith,Justin Griffith2008,2008,OAK,FB,227,0.2,0.6,-0.4,-0.8,0.8,0-0,2,2,1,2,1,2,0,0,0
31,Jeremy Zuttah,Jeremy Zuttah2008,2008,TB,FB,2,0.1,0,0,0.1,0,0-0,0,0,0,0,0,0,0,0,0
31,Mike Cox,Mike Cox2008,2008,KC,FB,374,0.1,-2,-0.2,4.1,-1.8,Mar-00,1,-2,-2,0,0,0,0,0,0
31,Darnell Dinkins,Darnell Dinkins2008,2008,CLV,FB,4,0.1,0,0,0.1,0,0-0,0,0,0,0,0,0,0,0,0
34,Deshawn Wynn,Deshawn Wynn2008,2008,GB,FB,2,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
34,Reuben Droughns,Reuben Droughns2008,2008,NYG,FB,3,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
34,Troy Evans,Troy Evans2008,2008,NO,FB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
34,Sean Mahan,Sean Mahan2008,2008,TB,FB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
38,Derek Schouman,Derek Schouman2008,2008,BUF,FB,34,-0.1,-1.2,0,1,0.1,0-0,0,0,0,0,0,0,0,0,0
39,Corey McIntyre,Corey McIntyre2008,2008,BUF,FB,121,-0.2,-1.3,0,0.8,0.3,0-0,0,0,0,0,0,0,0,0,0
40,Mike Karney,Mike Karney2008,2008,NO,FB,324,-0.3,-0.3,0,-0.3,0.3,Jan-00,8,10,1.3,4,0.5,3,2,0,0
41,Quinton Ganther,Quinton Ganther2008,2008,TEN,FB,14,-0.4,0,0,-0.5,0.1,0-0,0,0,0,0,0,0,0,0,0
41,Kory Lichtensteiger,Kory Lichtensteiger2008,2008,DEN,FB,17,-0.4,0,0,-0.4,0,0-0,0,0,0,0,0,0,0,0,0
41,George Wrighster,George Wrighster2008,2008,JAX,FB,10,-0.4,0,-0.5,0.1,0,0-0,0,0,0,0,0,0,0,0,0
44,B.J. Askew,B.J. Askew2008,2008,TB,FB,303,-0.6,-1.9,0.7,0.6,0,Jan-00,7,14,2,10,1.4,3,2,0,0
44,Jason Snelling,Jason Snelling2008,2008,ATL,FB,103,-0.6,0.7,-0.8,-0.7,0.2,0-0,7,15,2.1,11,1.6,8,0,0,0
46,Tony Hunt,Tony Hunt2008,2008,PHI,FB,98,-0.8,-0.7,0.2,-0.7,0.4,0-0,4,9,2.3,8,2,6,1,0,0
47,Zak Keasey,Zak Keasey2008,2008,SF,FB,100,-0.9,-1.4,0,0.1,0.4,0-0,0,0,0,0,0,0,0,0,0
47,Spencer Larsen,Spencer Larsen2008,2008,DEN,FB,46,-0.9,-0.1,0,-0.8,0,0-0,0,0,0,0,0,0,0,0,0
47,Jameel Cook,Jameel Cook2008,2008,TB,FB,89,-0.9,-0.4,0,-0.8,0.3,0-0,0,0,0,0,0,0,0,0,0
50,Olaniyi Sobomehin,Olaniyi Sobomehin2008,2008,NO,FB,33,-1,-0.6,0,-0.5,0.1,0-0,0,0,0,0,0,0,0,0,0
50,Jason Whittle,Jason Whittle2008,2008,BUF,FB,17,-1,0,0,-1,0,0-0,0,0,0,0,0,0,0,0,0
50,Thomas Tapeh,Thomas Tapeh2008,2008,MIN,FB,22,-1,-0.1,0,-1,0.1,0-0,0,0,0,0,0,0,0,0,0
53,Madison Hedgecock,Madison Hedgecock2008,2008,NYG,FB,469,-1.1,-5.7,-0.2,4.3,0.5,Jan-00,1,0,0,0,0,0,0,0,0
53,Montell Owens,Montell Owens2008,2008,JAX,FB,20,-1.1,-1,1,-1.1,0,0-0,0,0,0,0,0,0,0,0,0
55,Cecil Sapp,Cecil Sapp2008,2008,HST,FB,9,-1.2,0,-0.2,0,-1,Jan-00,1,0,0,1,1,0,0,0,0
55,Nick Goings,Nick Goings2008,2008,CAR,FB,13,-1.2,-0.1,-0.2,-0.9,0,0-0,1,-2,-2,2,2,0,0,0,0
57,Kyle Eckel,Kyle Eckel2008,2008,PHI,FB,16,-1.5,0,-1.8,0.2,0.1,0-0,10,30,3,21,2.1,6,0,0,0
58,Terrelle Smith,Terrelle Smith2008,2008,ARZ,FB,219,-1.6,0.1,0,-0.6,-1.1,Feb-00,0,0,0,0,0,0,0,0,0
58,Lousaka Polite,Lousaka Polite2008,2008,MIA,FB,254,-1.6,-1.4,1.3,-2.3,0.8,0-0,23,85,3.7,53,2.3,14,0,3,0
60,Tim Castille,Tim Castille2008,2008,ARZ,FB,89,-1.7,-0.7,0,-1.1,0.1,0-0,0,0,0,0,0,0,0,0,0
61,Jerome Felton,Jerome Felton2008,2008,DET,FB,157,-2,0.1,-0.4,-2.5,0.8,0-0,2,4,2,2,1,4,0,0,0
62,Le'Ron McClain,Le'Ron McClain2008,2008,BLT,FB,221,-2.2,-2.1,0.1,0.9,-1.1,1-Feb,27,105,3.9,77,2.9,14,1,1,1
62,Reagan Mauia,Reagan Mauia2008,2008,CIN,FB,35,-2.2,-0.1,0,-2.2,0.1,0-0,0,0,0,0,0,0,0,0,0
62,Dan Klecko,Dan Klecko2008,2008,PHI,FB,248,-2.2,0.4,0,-2.5,-0.1,Jan-00,0,0,0,0,0,0,0,0,0
65,Darian Barnes,Darian Barnes2008,2008,NO,FB,28,-2.6,0,0,-2.7,0.1,0-0,0,0,0,0,0,0,0,0,0
66,Boomer Grigsby,Boomer Grigsby2008,2008,MIA,FB,21,-3.2,-0.1,0,-3.2,0.1,0-0,0,0,0,0,0,0,0,0,0
67,Darian Barnes,Darian Barnes2008,2008,BUF,FB,52,-3.4,-0.7,0,-2.9,0.2,0-0,0,0,0,0,0,0,0,0,0
68,Jeff Dugan,Jeff Dugan2008,2008,MIN,FB,57,-3.7,-0.3,-0.6,-2,-0.8,Jan-00,3,5,1.7,3,1,2,0,0,0
69,Ahmard Hall,Ahmard Hall2008,2008,TEN,FB,386,-3.8,-0.2,-0.5,-3.5,0.4,Jan-00,8,21,2.6,16,2,6,0,0,1
69,Michael Robinson,Michael Robinson2008,2008,SF,FB,89,-3.8,2.5,-1.8,-3.8,-0.7,Jan-00,12,38,3.2,29,2.4,10,0,1,1
71,Jason Davis,Jason Davis2008,2008,CHI,FB,78,-4.3,-0.7,-0.2,-2.8,-0.6,Jan-00,1,0,0,1,1,0,0,0,0
72,Daniel Coats,Daniel Coats2008,2008,CIN,FB,299,-4.8,-3.1,0,-1.8,0.1,Jan-00,0,0,0,0,0,0,0,0,0
73,Owen Schmitt,Owen Schmitt2008,2008,SEA,FB,112,-6.8,-0.5,-0.4,-6.2,0.3,0-0,5,21,4.2,10,2,14,0,0,0
74,Mike Tolbert,Mike Tolbert2008,2008,SD,FB,243,-6.9,1.6,-0.4,-8.9,0.8,0-0,13,37,2.8,24,1.8,11,0,0,0
75,Leonard Weaver,Leonard Weaver2008,2008,SEA,FB,496,-8.3,0.2,-1.2,-6.5,-0.8,Mar-00,30,130,4.3,78,2.6,15,0,2,1
76,Dan Kreider,Dan Kreider2008,2008,SL,FB,183,-8.6,-2.8,-0.2,-6.3,0.7,0-0,1,0,0,0,0,0,0,0,0
