Row,Name,NameYear,Team,Year,Snaps,Overall Grade,Pass Grade,Run Grade,Blocking Grade,Penalty Grade,Routes Run,Targets,Receptions,Catch%,Yards,Yards/Route,Yards / Reception,Yards After Catch,Yards After Catch / Reception,Long,Touchdowns,Interceptions,Dropped Passes,Missed Tackles Forced,Fumbles,WR Rating,Deep Targets,Deep Receptions,Deep Drops,Deep Yards,Deep Catchable,Deep TDs,Deep Target %,Deep Drop Rate,Deep Catch Rate,Slot Routes,Slot %,Slot Targets,Slot Target %,Slot Receptions,Slot Drops,Slot Yards,Slot YPRR,Slot TDs,Slot Drop Rate,Slot Catch Rate
98, Travis Benjamin, Travis Benjamin2012,CLV,2012,308,0.3,-0.7,0.5,-0.1,0.6,217,36,18,50,298,1.37,16.6,60,3.3,69,2,5,2,2,1,57.2,8,2,0,91,2,2,22.2,0,25,36,16.6,2,5.6,1,0,6,0.17,0,0,50
99, Trindon Holliday, Trindon Holliday2012,DEN,2012,7,0.3,0.3,0,0,0,5,2,2,100,17,3.4,8.5,17,8.5,15,0,0,0,1,0,102.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100, Jerrel Jernigan, Jerrel Jernigan2012,NYG,2012,27,0.2,-0.1,0.3,0,0,16,5,3,60,22,1.38,7.3,9,3,9,0,1,0,0,0,30.8,1,0,0,0,0,0,20,0,0,9,56.3,4,44.4,2,0,16,1.78,0,0,50
101, Kevin Walter, Kevin Walter2012,HST,2012,837,0.2,-1.4,0,1.4,0.2,458,64,41,64.1,518,1.13,12.6,103,2.5,52,2,2,3,1,0,86.6,10,3,1,111,4,2,15.6,25,30,209,45.6,23,11,15,1,151,0.72,1,6.25,65.2
102, Kris Durham, Kris Durham2012,DET,2012,224,0.2,-0.6,0,0.3,0.5,147,20,8,40,125,0.85,15.6,22,2.8,27,1,1,1,0,0,57.3,8,2,0,52,2,1,40,0,25,5,3.4,0,0,0,0,0,0,0,0,0
103, Sammie Stroughter, Sammie Stroughter2012,TB,2012,12,0.2,0.2,0,0,0,10,2,1,50,14,1.4,14,2,2,14,0,1,0,0,0,33.3,0,0,0,0,0,0,0,0,0,6,60,2,33.3,1,0,14,2.33,0,0,50
104, Santonio Holmes, Santonio Holmes2012,NYJ,2012,190,0.2,1,0,-0.3,-0.5,121,39,20,51.3,272,2.25,13.6,123,6.2,38,1,0,2,0,1,82.4,7,1,0,38,1,0,17.9,0,14.3,27,22.3,12,44.4,7,0,79,2.93,0,0,58.3
105, Brandon Tate, Brandon Tate2012,CIN,2012,277,0.1,-0.2,-0.2,-0.1,0.6,168,24,13,54.2,211,1.26,16.2,71,5.5,44,1,1,0,3,0,80.4,6,3,0,112,3,1,25,0,50,36,21.4,6,16.7,3,0,31,0.86,0,0,50
106, Lestar Jean, Lestar Jean2012,HST,2012,180,0.1,0.4,0,0.9,-1.2,87,11,6,54.5,151,1.74,25.2,79,13.2,54,1,0,1,0,0,129.9,6,1,1,24,2,0,54.5,50,16.7,19,21.8,1,5.3,0,0,0,0,0,0,0
107, David Reed, David Reed2012,BLT,2012,90,0,0,0,-0.2,0.2,40,6,5,83.3,66,1.65,13.2,23,4.6,23,0,0,0,0,0,112.5,0,0,0,0,0,0,0,0,0,1,2.5,0,0,0,0,0,0,0,0,0
108, Antonio Cromartie (Off.), Antonio Cromartie (Off.)2012,NYJ,2012,4,-0.1,-0.1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
109, Jordan White, Jordan White2012,NYJ,2012,31,-0.1,-0.2,0,0,0.1,20,3,1,33.3,13,0.65,13,3,3,13,0,0,0,0,0,47.9,1,0,0,0,0,0,33.3,0,0,6,30,0,0,0,0,0,0,0,0,0
110, Ted Ginn, Ted Ginn2012,SF,2012,67,-0.1,-0.4,-0.2,0.5,0,23,2,2,100,1,0.04,0.5,7,3.5,1,0,0,0,0,0,79.2,0,0,0,0,0,0,0,0,0,5,21.7,1,20,1,0,1,0.2,0,0,100
111, Andre Caldwell, Andre Caldwell2012,DEN,2012,76,-0.2,-0.6,0.3,-0.1,0.2,31,4,1,25,18,0.58,18,2,2,18,0,0,1,0,0,45.8,0,0,0,0,0,0,0,0,0,3,9.7,0,0,0,0,0,0,0,0,0
112, Brian Robiskie, Brian Robiskie2012,DET,2012,102,-0.2,-0.4,0,-0.1,0.3,59,6,4,66.7,44,0.75,11,11,2.8,21,1,0,1,0,0,127.8,0,0,0,0,0,0,0,0,0,2,3.4,0,0,0,0,0,0,0,0,0
113, Lavelle Hawkins, Lavelle Hawkins2012,TEN,2012,52,-0.2,-0.3,0,0,0.1,38,11,5,45.5,62,1.63,12.4,10,2,42,0,0,0,0,0,63.4,1,1,0,42,1,0,9.1,0,100,20,52.6,4,20,1,0,6,0.3,0,0,25
114, Preston Parker, Preston Parker2012,TB,2012,36,-0.2,-0.6,0.3,0,0.1,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,0,0,0,0,0,0,0,0,0,18,100,2,11.1,0,0,0,0,0,0,0
115, Damian Williams, Damian Williams2012,TEN,2012,393,-0.3,-1.2,0,0.3,0.6,248,45,30,66.7,324,1.31,10.8,83,2.8,27,0,3,4,1,0,59.9,4,1,0,27,1,0,8.9,0,25,54,21.8,11,20.4,7,2,77,1.43,0,22.22,63.6
116, David Gilreath, David Gilreath2012,PIT,2012,26,-0.3,-0.7,0.3,0,0.1,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1,0,0,0,0,0,50,0,0,1,5.6,0,0,0,0,0,0,0,0,0
117, Joe Adams, Joe Adams2012,CAR,2012,22,-0.3,-0.2,-0.1,0,0,7,1,1,100,7,1,7,9,9,7,0,0,0,0,0,95.8,0,0,0,0,0,0,0,0,0,2,28.6,0,0,0,0,0,0,0,0,0
118, LaRon Byrd, LaRon Byrd2012,ARZ,2012,11,-0.3,-0.3,0,0,0,8,2,1,50,8,1,8,1,1,8,0,0,0,0,0,60.4,0,0,0,0,0,0,0,0,0,6,75,2,33.3,1,0,8,1.33,0,0,50
119, Mardy Gilyard, Mardy Gilyard2012,NYJ,2012,44,-0.3,-1.5,0,1,0.2,27,5,2,40,15,0.56,7.5,11,5.5,11,0,0,1,0,0,47.9,0,0,0,0,0,0,0,0,0,7,25.9,2,28.6,2,0,15,2.14,0,0,100
120, Austin Collie, Austin Collie2012,IND,2012,14,-0.4,-0.4,0,0,0,12,1,1,100,6,0.5,6,3,3,6,0,0,0,0,0,91.7,0,0,0,0,0,0,0,0,0,5,41.7,0,0,0,0,0,0,0,0,0
121, Ben Obomanu, Ben Obomanu2012,SEA,2012,150,-0.4,-1.2,0.3,0.1,0.4,63,8,4,50,58,0.92,14.5,22,5.5,36,0,0,0,0,0,74,2,0,0,0,0,0,25,0,0,32,50.8,7,21.9,4,0,58,1.81,0,0,57.1
122, Dezmon Briscoe, Dezmon Briscoe2012,WAS,2012,49,-0.4,-0.7,0.3,0,0,23,5,2,40,22,0.96,11,13,6.5,14,0,0,1,0,0,53.8,0,0,0,0,0,0,0,0,0,1,4.3,0,0,0,0,0,0,0,0,0
123, Marvin McNutt, Marvin McNutt2012,PHI,2012,14,-0.4,-0.4,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1,0,0,0,0,0,50,0,0,1,9.1,0,0,0,0,0,0,0,0,0
124, Andre Holmes, Andre Holmes2012,DAL,2012,17,-0.6,-0.6,0,0,0,15,2,2,100,11,0.73,5.5,4,2,7,0,0,0,0,0,89.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125, Charly Martin, Charly Martin2012,SEA,2012,80,-0.6,-0.7,0,-0.1,0.2,43,6,4,66.7,42,0.98,10.5,12,3,15,0,0,0,0,0,86.8,1,0,0,0,0,0,16.7,0,0,31,72.1,6,19.4,4,0,42,1.35,0,0,66.7
126, Cole Beasley, Cole Beasley2012,DAL,2012,128,-0.6,-0.9,0,0,0.3,114,24,15,62.5,128,1.12,8.5,67,4.5,20,0,2,2,3,0,41.7,0,0,0,0,0,0,0,0,0,110,96.5,24,21.8,15,2,128,1.16,0,11.76,62.5
127, Kevin Cone, Kevin Cone2012,ATL,2012,18,-0.6,-0.1,0,-0.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,0,0,0,0,0,0,0,0,0,2,66.7,1,50,0,0,0,0,0,0,0
128, Nate Burleson, Nate Burleson2012,DET,2012,368,-0.6,-1.3,1.1,-0.4,0,241,41,27,65.9,240,1,8.9,82,3,26,2,0,2,0,0,97.6,3,1,0,21,1,0,7.3,0,33.3,112,46.5,26,23.2,17,2,138,1.23,2,10.53,65.4
129, Nathan Palmer, Nathan Palmer2012,IND,2012,16,-0.6,-0.6,0,0,0,16,4,1,25,-4,-0.25,-4,0,0,0,0,0,0,0,0,39.6,1,0,0,0,0,0,25,0,0,7,43.8,2,28.6,1,0,-4,-0.57,0,0,50
130, Arrelious Benn, Arrelious Benn2012,TB,2012,79,-0.8,-0.8,-0.1,-0.1,0.2,51,6,4,66.7,26,0.51,6.5,25,6.3,9,0,0,1,0,0,75.7,0,0,0,0,0,0,0,0,0,18,35.3,0,0,0,0,0,0,0,0,0
131, Marvin Jones, Marvin Jones2012,CIN,2012,366,-0.8,-2.1,0.9,1,-0.6,216,31,18,58.1,201,0.93,11.2,28,1.6,23,1,1,2,4,0,74.8,6,1,2,23,3,0,19.4,66.67,16.7,37,17.1,3,8.1,3,0,44,1.19,1,0,100
132, Ramses Barden, Ramses Barden2012,NYG,2012,210,-0.8,1.4,0,-0.7,-1.5,143,19,14,73.7,220,1.54,15.7,52,3.7,31,0,1,0,0,0,89.8,1,1,0,31,1,0,5.3,0,100,18,12.6,1,5.6,0,0,0,0,0,0,0
133, Armanti Edwards, Armanti Edwards2012,CAR,2012,130,-1,-1.7,0,0.5,0.2,77,9,5,55.6,121,1.57,24.2,71,14.2,82,0,1,1,1,0,60.9,4,1,1,82,2,0,44.4,50,25,38,49.4,3,7.9,2,0,89,2.34,0,0,66.7
134, Armon Binns, Armon Binns2012,MIA,2012,96,-1,-2.1,0,0.9,0.2,60,11,6,54.5,67,1.12,11.2,28,4.7,21,0,0,2,0,0,95.5,2,0,0,0,0,0,6.9,0,0,23,12.1,3,13,2,0,23,1,0,0,66.7
135, Jordan Shipley, Jordan Shipley2012,JAX,2012,254,-1,-2,0,0.3,0.7,186,33,23,69.7,244,1.31,10.6,43,1.9,36,1,0,2,0,0,101.1,3,2,0,52,2,0,9.1,0,66.7,168,90.3,30,17.9,22,1,233,1.39,1,4.35,73.3
136, Kyle Williams, Kyle Williams2012,SF,2012,251,-1,-1,-0.3,0.5,-0.2,148,21,14,66.7,212,1.43,15.1,76,5.4,57,1,1,1,1,1,95.7,4,2,0,100,2,1,19,0,50,80,54.1,11,13.8,7,1,112,1.4,0,12.5,63.6
137, Courtney Roby, Courtney Roby2012,NO,2012,60,-1.1,-0.6,0,0.5,-1,20,2,1,50,9,0.45,9,5,5,9,0,0,1,0,0,62.5,0,0,0,0,0,0,0,0,0,11,55,2,18.2,1,1,9,0.82,0,50,50
138, Richard Goodman, Richard Goodman2012,SD,2012,8,-1.1,-1.1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,39.6,1,0,1,0,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
139, A.J. Jenkins, A.J. Jenkins2012,SF,2012,37,-1.2,-1.8,0,0.5,0.1,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,39.6,0,0,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0
140, Chaz Schilens, Chaz Schilens2012,NYJ,2012,515,-1.2,-1.5,0,0,0.3,239,41,28,68.3,294,1.23,10.5,94,3.4,25,2,1,2,0,1,95,5,2,0,47,2,1,12.2,0,40,33,13.8,7,21.2,5,0,53,1.61,1,0,71.4
141, Patrick Turner, Patrick Turner2012,NYJ,2012,8,-1.2,-1.2,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,39.6,0,0,0,0,0,0,0,0,0,1,16.7,1,100,0,1,0,0,0,100,0
142, Braylon Edwards, Braylon Edwards2012,SEA,2012,158,-1.3,-1.9,0,1.3,-0.7,99,16,8,50,74,1.26,9.3,7,0.9,16,1,1,1,0,0,57.8,3,0,0,0,0,0,16.7,0,0,10,10.1,2,20,1,0,6,0.6,0,0,50
143, Dane Sanzenbacher, Dane Sanzenbacher2012,CHI,2012,67,-1.3,-1.4,0,0,0.1,42,2,1,50,7,0.17,7,-3,-3,7,0,0,1,0,0,58.3,0,0,0,0,0,0,0,0,0,29,69,0,0,0,0,0,0,0,0,0
144, Denarius Moore, Denarius Moore2012,OAK,2012,814,-1.3,-1.8,-0.2,-1.4,2.1,499,110,51,46.4,741,1.48,14.5,266,5.2,58,7,6,9,6,1,67.3,22,4,1,136,5,2,20,20,18.2,243,48.7,36,14.8,24,3,308,1.27,4,11.11,66.7
145, Jabar Gaffney, Jabar Gaffney2012,MIA,2012,95,-1.3,-1.4,0,-0.1,0.2,68,11,4,36.4,68,1,17,11,2.8,30,0,1,2,0,0,20.3,3,1,1,30,2,0,27.3,50,33.3,3,4.4,1,33.3,0,0,0,0,0,0,0
146, Rishard Matthews, Rishard Matthews2012,MIA,2012,236,-1.3,-1.4,0,0.3,-0.2,148,18,11,61.1,151,1.02,13.7,31,2.8,30,0,1,0,0,0,64.8,3,2,0,58,2,0,16.7,0,66.7,21,14.2,3,14.3,2,0,37,1.76,0,0,66.7
147, Devon Wylie, Devon Wylie2012,KC,2012,80,-1.4,-1,0,-0.6,0.2,42,12,6,50,53,1.26,8.8,13,2.2,16,0,0,0,0,0,62.2,0,0,0,0,0,0,0,0,0,9,21.4,4,44.4,2,0,12,1.33,0,0,50
148, Mike~ Brown, Mike~ Brown2012,JAX,2012,13,-1.4,-1.4,0,0,0,#N/A,1,0,0,0,#N/A,0,0,0,0,0,0,1,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
149, DeVier Posey, DeVier Posey2012,HST,2012,165,-1.5,-2,-0.2,0.4,0.3,86,13,6,46.2,87,1.01,14.5,33,5.5,36,0,1,2,2,0,36.4,2,1,0,36,1,0,15.4,0,50,16,18.6,1,6.3,0,0,0,0,0,0,0
150, Jarrett Boykin, Jarrett Boykin2012,GB,2012,96,-1.5,-1.2,0,-0.5,0.2,51,6,5,83.3,27,0.53,5.4,7,1.4,9,0,0,0,1,0,85.4,1,0,0,0,0,0,16.7,0,0,3,5.9,0,0,0,0,0,0,0,0,0
151, Kris Adams, Kris Adams2012,IND,2012,94,-1.5,-2.1,0,0.4,0.2,70,7,2,28.6,26,0.37,13,-1,-0.5,13,0,1,0,0,0,3,1,0,0,0,0,0,14.3,0,0,19,27.1,0,0,0,0,0,0,0,0,0
